Año;Mes;Lote;Residuo;Distrito;NOMBRE;Total
2023;marzo;2;CARTON COMERCIAL;4;Salamanca;86,42
2023;marzo;2;CARTON COMERCIAL;5;Chamartín;47,18
2023;marzo;2;CARTON COMERCIAL;14;Moratalaz;9,1
2023;marzo;2;CARTON COMERCIAL;15;Ciudad Lineal;45,7
2023;marzo;2;CARTON COMERCIAL;16;Hortaleza;47,76
2023;marzo;2;CARTON COMERCIAL;19;Vicálvaro;13,98
2023;marzo;2;CARTON COMERCIAL;20;San Blas - Canillejas;31,8
2023;marzo;2;CARTON COMERCIAL;21;Barajas;7,98
2023;marzo;2;CLINICOS;3;Retiro;192,02
2023;marzo;2;CLINICOS;4;Salamanca;129,02
2023;marzo;2;CLINICOS;15;Ciudad Lineal;138
2023;marzo;2;ENVASES;3;Retiro;338,84
2023;marzo;2;ENVASES;4;Salamanca;487,04
2023;marzo;2;ENVASES;5;Chamartín;443,2
2023;marzo;2;ENVASES;14;Moratalaz;284,96
2023;marzo;2;ENVASES;15;Ciudad Lineal;712,88
2023;marzo;2;ENVASES;16;Hortaleza;668,74
2023;marzo;2;ENVASES;19;Vicálvaro;267,88
2023;marzo;2;ENVASES;20;San Blas - Canillejas;553,38
2023;marzo;2;ENVASES;21;Barajas;190,72
2023;marzo;2;ORGANICA;3;Retiro;870,72
2023;marzo;2;ORGANICA;4;Salamanca;1404
2023;marzo;2;ORGANICA;5;Chamartín;1191,78
2023;marzo;2;ORGANICA;14;Moratalaz;458,16
2023;marzo;2;ORGANICA;15;Ciudad Lineal;1346,32
2023;marzo;2;ORGANICA;16;Hortaleza;994,14
2023;marzo;2;ORGANICA;19;Vicálvaro;124,68
2023;marzo;2;ORGANICA;20;San Blas - Canillejas;832,34
2023;marzo;2;ORGANICA;21;Barajas;483,1
2023;marzo;2;PUNTOS LIMPIOS;3;Retiro;3,2
2023;marzo;2;PUNTOS LIMPIOS;5;Chamartín;99,4
2023;marzo;2;PUNTOS LIMPIOS;14;Moratalaz;53,24
2023;marzo;2;PUNTOS LIMPIOS;15;Ciudad Lineal;69,28
2023;marzo;2;PUNTOS LIMPIOS;16;Hortaleza;61,14
2023;marzo;2;PUNTOS LIMPIOS;19;Vicálvaro;30,94
2023;marzo;2;PUNTOS LIMPIOS;20;San Blas - Canillejas;78,74
2023;marzo;2;PUNTOS LIMPIOS;21;Barajas;37,16
2023;marzo;2;RCD;3;Retiro;18,22
2023;marzo;2;RCD;4;Salamanca;16,94
2023;marzo;2;RCD;5;Chamartín;83,94
2023;marzo;2;RCD;14;Moratalaz;85,205
2023;marzo;2;RCD;15;Ciudad Lineal;121,245
2023;marzo;2;RCD;16;Hortaleza;51,965
2023;marzo;2;RCD;19;Vicálvaro;54,06
2023;marzo;2;RCD;20;San Blas - Canillejas;64,52
2023;marzo;2;RCD;21;Barajas;40,28
2023;marzo;2;RESTO;3;Retiro;1310,54
2023;marzo;2;RESTO;4;Salamanca;1925,66
2023;marzo;2;RESTO;5;Chamartín;1896,4
2023;marzo;2;RESTO;14;Moratalaz;1160,04
2023;marzo;2;RESTO;15;Ciudad Lineal;2749,28
2023;marzo;2;RESTO;16;Hortaleza;2438,56
2023;marzo;2;RESTO;19;Vicálvaro;1538,46
2023;marzo;2;RESTO;20;San Blas - Canillejas;2378,3
2023;marzo;2;RESTO;21;Barajas;832,86
2023;marzo;2;VIDRIO;3;Retiro;327,22
2023;marzo;2;VIDRIO;4;Salamanca;281,8
2023;marzo;2;VIDRIO;5;Chamartín;324,42
2023;marzo;2;VIDRIO;14;Moratalaz;298,74
2023;marzo;2;VIDRIO;15;Ciudad Lineal;188,14
2023;marzo;2;VIDRIO;16;Hortaleza;155,1
2023;marzo;2;VIDRIO;19;Vicálvaro;161,32
2023;marzo;2;VIDRIO;20;San Blas - Canillejas;181,26
2023;marzo;2;VIDRIO;21;Barajas;141,04
2023;marzo;2;VIDRIO COMERCIAL;4;Salamanca;83,86
2023;marzo;2;ROPA;3;Retiro;1,29
2023;marzo;2;ROPA;4;Salamanca;3,45
2023;marzo;2;ROPA;5;Chamartín;10,42
2023;marzo;2;ROPA;14;Moratalaz;3,78
2023;marzo;2;ROPA;15;Ciudad Lineal;5,69
2023;marzo;2;ROPA;16;Hortaleza;5,82
2023;marzo;2;ROPA;19;Vicálvaro;4,02
2023;marzo;2;ROPA;20;San Blas - Canillejas;6,06
2023;marzo;2;ROPA;21;Barajas;3,93
2023;marzo;3;PAPEL-CARTON;2;Arganzuela;358,88
2023;marzo;3;PAPEL-CARTON;11;Carabanchel;281,72
2023;marzo;3;PAPEL-CARTON;12;Usera;162,8
2023;marzo;3;PAPEL-CARTON;13;Puente de Vallecas;239,88
2023;marzo;3;PAPEL-CARTON;17;Villaverde;162,74
2023;marzo;3;PAPEL-CARTON;18;Villa de Vallecas;147,32
2023;marzo;3;CARTON COMERCIAL;2;Arganzuela;32,18
2023;marzo;3;CARTON COMERCIAL;11;Carabanchel;30,74
2023;marzo;3;CARTON COMERCIAL;12;Usera;16,64
2023;marzo;3;CARTON COMERCIAL;13;Puente de Vallecas;27,04
2023;marzo;3;CARTON COMERCIAL;17;Villaverde;27,86
2023;marzo;3;CARTON COMERCIAL;18;Villa de Vallecas;23,6
2023;marzo;3;CLINICOS;12;Usera;165,94
2023;marzo;3;CLINICOS;13;Puente de Vallecas;38,08
2023;marzo;3;CONTENEDORES DE ROPA;2;Arganzuela;14,44
2023;marzo;3;CONTENEDORES DE ROPA;11;Carabanchel;5,91
2023;marzo;3;CONTENEDORES DE ROPA;12;Usera;3,57
2023;marzo;3;CONTENEDORES DE ROPA;13;Puente de Vallecas;12,83
2023;marzo;3;CONTENEDORES DE ROPA;17;Villaverde;7,23
2023;marzo;3;ENVASES;2;Arganzuela;470,34
2023;marzo;3;ENVASES;11;Carabanchel;959,7
2023;marzo;3;ENVASES;12;Usera;508,08
2023;marzo;3;ENVASES;13;Puente de Vallecas;863,82
2023;marzo;3;ENVASES;17;Villaverde;463,66
2023;marzo;3;ENVASES;18;Villa de Vallecas;370,42
2023;marzo;3;ORGANICA;2;Arganzuela;796,76
2023;marzo;3;ORGANICA;11;Carabanchel;1260,04
2023;marzo;3;ORGANICA;12;Usera;670,14
2023;marzo;3;ORGANICA;13;Puente de Vallecas;1079,24
2023;marzo;3;ORGANICA;17;Villaverde;841,76
2023;marzo;3;ORGANICA;18;Villa de Vallecas;1453,62
2023;marzo;3;PUNTOS LIMPIOS;2;Arganzuela;60,72
2023;marzo;3;PUNTOS LIMPIOS;11;Carabanchel;37,8
2023;marzo;3;PUNTOS LIMPIOS;12;Usera;42,28
2023;marzo;3;PUNTOS LIMPIOS;13;Puente de Vallecas;42,38
2023;marzo;3;PUNTOS LIMPIOS;17;Villaverde;46,18
2023;marzo;3;PUNTOS LIMPIOS;18;Villa de Vallecas;88,66
2023;marzo;3;RCD;2;Arganzuela;51,25
2023;marzo;3;RCD;11;Carabanchel;60,08
2023;marzo;3;RCD;12;Usera;68,16
2023;marzo;3;RCD;13;Puente de Vallecas;35,91
2023;marzo;3;RCD;17;Villaverde;54,94
2023;marzo;3;RCD;18;Villa de Vallecas;73,65
2023;marzo;3;RESTO;2;Arganzuela;1574,32
2023;marzo;3;RESTO;11;Carabanchel;3987,86
2023;marzo;3;RESTO;12;Usera;1727,66
2023;marzo;3;RESTO;13;Puente de Vallecas;3640,36
2023;marzo;3;RESTO;17;Villaverde;2484
2023;marzo;3;RESTO;18;Villa de Vallecas;2411,5
2023;marzo;3;VIDRIO;2;Arganzuela;172
2023;marzo;3;VIDRIO;11;Carabanchel;184,46
2023;marzo;3;VIDRIO;12;Usera;153,8
2023;marzo;3;VIDRIO;13;Puente de Vallecas;181,78
2023;marzo;3;VIDRIO;17;Villaverde;176,46
2023;marzo;3;VIDRIO;18;Villa de Vallecas;210,72
2023;marzo;3;ANIMALES MUERTOS;99;Sin Distrito;10,28
2023;marzo;3;ROPA;2;Arganzuela;0,96
2023;marzo;3;PILAS;99;Sin Distrito;12,241
2023;abril;1;PAPEL-CARTON;1;Centro;441,83
2023;abril;1;PAPEL-CARTON;6;Tetuán;349,22
2023;abril;1;PAPEL-CARTON;7;Chamberí;274,26
2023;abril;1;PAPEL-CARTON;8;Fuencarral - El Pardo;565,2
2023;abril;1;PAPEL-CARTON;9;Moncloa - Aravaca;253,84
2023;abril;1;PAPEL-CARTON;10;Latina;301,3
2023;abril;1;CARTON COMERCIAL;1;Centro;222,78
2023;abril;1;CARTON COMERCIAL;6;Tetuán;67,38
2023;abril;1;CARTON COMERCIAL;7;Chamberí;61,02
2023;abril;1;CARTON COMERCIAL;8;Fuencarral - El Pardo;28,54
2023;abril;1;CARTON COMERCIAL;10;Latina;32,2
2023;abril;1;CAMA DE CABALLO;9;Moncloa - Aravaca;52,495
2023;abril;1;CLINICOS;1;Centro;158,38
2023;abril;1;CLINICOS;6;Tetuán;16,4
2023;abril;1;CLINICOS;8;Fuencarral - El Pardo;283,84
2023;abril;1;CLINICOS;9;Moncloa - Aravaca;226,14
2023;abril;1;CLINICOS;10;Latina;36,28
2023;abril;1;ENVASES;1;Centro;289,18
2023;abril;1;ENVASES;6;Tetuán;468,34
2023;abril;1;ENVASES;7;Chamberí;429,6
2023;abril;1;ENVASES;8;Fuencarral - El Pardo;665,84
2023;abril;1;ENVASES;9;Moncloa - Aravaca;406,34
2023;abril;1;ENVASES;10;Latina;685
2023;abril;1;ORGANICA;1;Centro;1605,72
2023;abril;1;ORGANICA;6;Tetuán;924,38
2023;abril;1;ORGANICA;7;Chamberí;939,36
2023;abril;1;ORGANICA;8;Fuencarral - El Pardo;1476,54
2023;abril;1;ORGANICA;9;Moncloa - Aravaca;1030,64
2023;abril;1;ORGANICA;10;Latina;1267,44
2023;abril;1;PUNTOS LIMPIOS;8;Fuencarral - El Pardo;118,94
2023;abril;1;PUNTOS LIMPIOS;9;Moncloa - Aravaca;53,72
2023;abril;1;PUNTOS LIMPIOS;10;Latina;121,68
2023;abril;1;RCD;1;Centro;173,12
2023;abril;1;RCD;6;Tetuán;60,495
2023;abril;1;RCD;7;Chamberí;57,485
2023;abril;1;RCD;8;Fuencarral - El Pardo;110,365
2023;abril;1;RCD;9;Moncloa - Aravaca;57,915
2023;abril;1;RCD;10;Latina;57,615
2023;abril;1;RESTO;1;Centro;3640,3
2023;abril;1;RESTO;6;Tetuán;2095,16
2023;abril;1;RESTO;7;Chamberí;1707,02
2023;abril;1;RESTO;8;Fuencarral - El Pardo;2797,42
2023;abril;1;RESTO;9;Moncloa - Aravaca;1943,66
2023;abril;1;RESTO;10;Latina;2810,78
2023;abril;1;VIDRIO;1;Centro;646
2023;abril;1;VIDRIO;6;Tetuán;309,5
2023;abril;1;VIDRIO;7;Chamberí;288,32
2023;abril;1;VIDRIO;8;Fuencarral - El Pardo;186,22
2023;abril;1;VIDRIO;9;Moncloa - Aravaca;330,9
2023;abril;1;VIDRIO;10;Latina;186,92
2023;abril;1;VIDRIO COMERCIAL;1;Centro;83,1
2023;abril;1;ROPA;1;Centro;8,07
2023;abril;1;ROPA;6;Tetuán;6,975
2023;abril;1;ROPA;7;Chamberí;0,855
2023;abril;1;ROPA;8;Fuencarral - El Pardo;17,275
2023;abril;1;ROPA;9;Moncloa - Aravaca;9,495
2023;abril;1;ROPA;10;Latina;9,215
2023;abril;2;PAPEL-CARTON;3;Retiro;298,18
2023;abril;2;PAPEL-CARTON;4;Salamanca;452,5
2023;abril;2;PAPEL-CARTON;5;Chamartín;221,72
2023;abril;2;PAPEL-CARTON;14;Moratalaz;129,28
2023;abril;2;PAPEL-CARTON;15;Ciudad Lineal;244,28
2023;abril;2;PAPEL-CARTON;16;Hortaleza;365,38
2023;abril;2;PAPEL-CARTON;19;Vicálvaro;70,66
2023;abril;2;PAPEL-CARTON;20;San Blas - Canillejas;265,48
2023;abril;2;PAPEL-CARTON;21;Barajas;109,66
2023;abril;2;CARTON COMERCIAL;3;Retiro;51,74
2023;abril;2;CARTON COMERCIAL;4;Salamanca;59,42
2023;abril;2;CARTON COMERCIAL;5;Chamartín;50,22
2023;abril;2;CARTON COMERCIAL;14;Moratalaz;10
2023;abril;2;CARTON COMERCIAL;15;Ciudad Lineal;54,5
2023;abril;2;CARTON COMERCIAL;16;Hortaleza;38,5
2023;abril;2;CARTON COMERCIAL;19;Vicálvaro;13,18
2023;abril;2;CARTON COMERCIAL;20;San Blas - Canillejas;12,18
2023;abril;2;CARTON COMERCIAL;21;Barajas;9,06
2023;abril;2;CLINICOS;3;Retiro;170,82
2023;abril;2;CLINICOS;4;Salamanca;93,78
2023;abril;2;CLINICOS;15;Ciudad Lineal;127,68
2023;abril;2;ENVASES;3;Retiro;307,66
2023;abril;2;ENVASES;4;Salamanca;448,36
2023;abril;2;ENVASES;5;Chamartín;414,4
2023;abril;2;ENVASES;14;Moratalaz;254,74
2023;abril;2;ENVASES;15;Ciudad Lineal;669,64
2023;abril;2;ENVASES;16;Hortaleza;640,22
2023;abril;2;ENVASES;19;Vicálvaro;293,26
2023;abril;2;ENVASES;20;San Blas - Canillejas;507,18
2023;abril;2;ENVASES;21;Barajas;157,64
2023;abril;2;ORGANICA;3;Retiro;804,4
2023;abril;2;ORGANICA;4;Salamanca;1381,76
2023;abril;2;ORGANICA;5;Chamartín;1107,02
2023;abril;2;ORGANICA;14;Moratalaz;454,08
2023;abril;2;ORGANICA;15;Ciudad Lineal;1280,76
2023;abril;2;ORGANICA;16;Hortaleza;936,02
2023;abril;2;ORGANICA;19;Vicálvaro;117,04
2023;abril;2;ORGANICA;20;San Blas - Canillejas;796,62
2023;abril;2;ORGANICA;21;Barajas;472,64
2023;abril;2;PUNTOS LIMPIOS;3;Retiro;1,78
2023;abril;2;PUNTOS LIMPIOS;4;Salamanca;0,14
2023;abril;2;PUNTOS LIMPIOS;5;Chamartín;101,7
2023;abril;2;PUNTOS LIMPIOS;14;Moratalaz;49,74
2023;abril;2;PUNTOS LIMPIOS;15;Ciudad Lineal;76,56
2023;abril;2;PUNTOS LIMPIOS;16;Hortaleza;71,52
2023;abril;2;PUNTOS LIMPIOS;19;Vicálvaro;29,18
2023;abril;2;PUNTOS LIMPIOS;20;San Blas - Canillejas;78,62
2023;abril;2;PUNTOS LIMPIOS;21;Barajas;36,2
2023;abril;2;RCD;3;Retiro;26
2023;abril;2;RCD;4;Salamanca;36,68
2023;abril;2;RCD;5;Chamartín;89,68
2023;abril;2;RCD;14;Moratalaz;80,58
2023;abril;2;RCD;15;Ciudad Lineal;111,18
2023;abril;2;RCD;16;Hortaleza;73,1
2023;abril;2;RCD;19;Vicálvaro;63,59
2023;abril;2;RCD;20;San Blas - Canillejas;88,01
2023;abril;2;RCD;21;Barajas;51,16
2023;abril;2;RESTO;3;Retiro;1186,62
2023;abril;2;RESTO;4;Salamanca;1635,86
2023;abril;2;RESTO;5;Chamartín;1632,6
2023;abril;2;RESTO;14;Moratalaz;1013,8
2023;abril;2;RESTO;15;Ciudad Lineal;2414,12
2023;abril;2;RESTO;16;Hortaleza;2191,62
2023;abril;2;RESTO;19;Vicálvaro;1564,02
2023;abril;2;RESTO;20;San Blas - Canillejas;2134,88
2023;abril;2;RESTO;21;Barajas;733,7
2023;abril;2;VIDRIO;3;Retiro;308,8
2023;abril;2;VIDRIO;4;Salamanca;272,8
2023;abril;2;VIDRIO;5;Chamartín;284,36
2023;abril;2;VIDRIO;14;Moratalaz;222,5
2023;abril;2;VIDRIO;15;Ciudad Lineal;176,28
2023;abril;2;VIDRIO;16;Hortaleza;132,28
2023;abril;2;VIDRIO;19;Vicálvaro;152,74
2023;abril;2;VIDRIO;20;San Blas - Canillejas;171,08
2023;abril;2;VIDRIO;21;Barajas;107,46
2023;abril;2;VIDRIO COMERCIAL;4;Salamanca;84,3
2023;abril;2;ROPA;3;Retiro;3,28
2023;abril;2;ROPA;4;Salamanca;5,11
2023;abril;2;ROPA;5;Chamartín;9,63
2023;abril;2;ROPA;14;Moratalaz;6,56
2023;abril;2;ROPA;15;Ciudad Lineal;6,46
2023;abril;2;ROPA;16;Hortaleza;6,99
2023;abril;2;ROPA;19;Vicálvaro;4,7
2023;abril;2;ROPA;20;San Blas - Canillejas;6,8
2023;abril;2;ROPA;21;Barajas;6,15
2023;abril;3;PAPEL-CARTON;2;Arganzuela;317,74
2023;abril;3;PAPEL-CARTON;11;Carabanchel;270,4
2023;abril;3;PAPEL-CARTON;12;Usera;146,16
2023;abril;3;PAPEL-CARTON;13;Puente de Vallecas;213,2
2023;abril;3;PAPEL-CARTON;17;Villaverde;143,08
2023;abril;3;PAPEL-CARTON;18;Villa de Vallecas;147,1
2023;abril;3;CARTON COMERCIAL;2;Arganzuela;28,74
2023;abril;3;CARTON COMERCIAL;11;Carabanchel;28,44
2023;abril;3;CARTON COMERCIAL;12;Usera;18,1
2023;abril;3;CARTON COMERCIAL;13;Puente de Vallecas;24,38
2023;abril;3;CARTON COMERCIAL;17;Villaverde;24,18
2023;abril;3;CARTON COMERCIAL;18;Villa de Vallecas;19,74
2023;abril;3;CLINICOS;12;Usera;148,46
2023;abril;3;CLINICOS;13;Puente de Vallecas;32,78
2023;abril;3;CONTENEDORES DE ROPA;2;Arganzuela;23,33
2023;abril;3;CONTENEDORES DE ROPA;11;Carabanchel;9,62
2023;abril;3;CONTENEDORES DE ROPA;12;Usera;7,155
2023;abril;3;CONTENEDORES DE ROPA;13;Puente de Vallecas;7,355
2023;abril;3;CONTENEDORES DE ROPA;17;Villaverde;5,055
2023;abril;3;CONTENEDORES DE ROPA;18;Villa de Vallecas;4,75
2023;abril;3;ENVASES;2;Arganzuela;436,78
2023;abril;3;ENVASES;11;Carabanchel;892,36
2023;abril;3;ENVASES;12;Usera;512,1
2023;abril;3;ENVASES;13;Puente de Vallecas;896,76
2023;abril;3;ENVASES;17;Villaverde;435,06
2023;abril;3;ENVASES;18;Villa de Vallecas;366,16
2023;abril;3;ORGANICA;2;Arganzuela;740,36
2023;abril;3;ORGANICA;11;Carabanchel;1252,86
2023;abril;3;ORGANICA;12;Usera;683,66
2023;abril;3;ORGANICA;13;Puente de Vallecas;1063,98
2023;abril;3;ORGANICA;17;Villaverde;837,08
2023;abril;3;ORGANICA;18;Villa de Vallecas;1427,84
2023;abril;3;PUNTOS LIMPIOS;2;Arganzuela;66,42
2023;abril;3;PUNTOS LIMPIOS;11;Carabanchel;42,9
2023;abril;3;PUNTOS LIMPIOS;12;Usera;43,12
2023;abril;3;PUNTOS LIMPIOS;13;Puente de Vallecas;40,2
2023;abril;3;PUNTOS LIMPIOS;17;Villaverde;46,66
2023;abril;3;PUNTOS LIMPIOS;18;Villa de Vallecas;100,04
2023;abril;3;RCD;2;Arganzuela;32,08
2023;abril;3;RCD;11;Carabanchel;37,92
2023;abril;3;RCD;12;Usera;72,07
2023;abril;3;RCD;13;Puente de Vallecas;38,06
2023;abril;3;RCD;17;Villaverde;60,75
2023;abril;3;RCD;18;Villa de Vallecas;123,26
2023;abril;3;RESTO;2;Arganzuela;1486,1
2023;abril;3;RESTO;11;Carabanchel;3582,4
2023;abril;3;RESTO;12;Usera;1643,34
2023;abril;3;RESTO;13;Puente de Vallecas;3299,72
2023;abril;3;RESTO;17;Villaverde;2353,94
2023;abril;3;RESTO;18;Villa de Vallecas;2215,58
2023;abril;3;VIDRIO;2;Arganzuela;201,04
2023;abril;3;VIDRIO;11;Carabanchel;209,44
2023;abril;3;VIDRIO;12;Usera;147,26
2023;abril;3;VIDRIO;13;Puente de Vallecas;161,72
2023;abril;3;VIDRIO;17;Villaverde;144,42
2023;abril;3;VIDRIO;18;Villa de Vallecas;162,76
2023;abril;3;ANIMALES MUERTOS;99;Sin Distrito;8,54
2023;mayo;1;PAPEL-CARTON;1;Centro;499,32
2023;mayo;1;PAPEL-CARTON;6;Tetuán;370,7
2023;mayo;1;PAPEL-CARTON;7;Chamberí;285,88
2023;mayo;1;PAPEL-CARTON;8;Fuencarral - El Pardo;651,65
2023;mayo;1;PAPEL-CARTON;9;Moncloa - Aravaca;284,54
2023;mayo;1;PAPEL-CARTON;10;Latina;320,66
2023;mayo;1;CARTON COMERCIAL;1;Centro;211,94
2023;mayo;1;CARTON COMERCIAL;6;Tetuán;65,7
2023;mayo;1;CARTON COMERCIAL;7;Chamberí;62,88
2023;mayo;1;CARTON COMERCIAL;8;Fuencarral - El Pardo;33,44
2023;mayo;1;CARTON COMERCIAL;10;Latina;35,38
2023;mayo;1;CAMA DE CABALLO;9;Moncloa - Aravaca;59,54
2023;mayo;1;CLINICOS;1;Centro;170,56
2023;mayo;1;CLINICOS;6;Tetuán;12,64
2023;mayo;1;CLINICOS;8;Fuencarral - El Pardo;304,06
2023;mayo;1;CLINICOS;9;Moncloa - Aravaca;234,22
2023;mayo;1;CLINICOS;10;Latina;35,9
2023;mayo;1;ENVASES;1;Centro;313,92
2023;mayo;1;ENVASES;6;Tetuán;499,24
2023;mayo;1;ENVASES;7;Chamberí;491,22
2023;mayo;1;ENVASES;8;Fuencarral - El Pardo;739,08
2023;mayo;1;ENVASES;9;Moncloa - Aravaca;473,1
2023;mayo;1;ENVASES;10;Latina;717,5
2023;mayo;1;ORGANICA;1;Centro;1756,5
2023;mayo;1;ORGANICA;6;Tetuán;1031,88
2023;mayo;1;ORGANICA;7;Chamberí;1100,16
2023;mayo;1;ORGANICA;8;Fuencarral - El Pardo;1725,14
2023;mayo;1;ORGANICA;9;Moncloa - Aravaca;1228,22
2023;mayo;1;ORGANICA;10;Latina;1343,38
2023;mayo;1;PUNTOS LIMPIOS;8;Fuencarral - El Pardo;125,98
2023;mayo;1;PUNTOS LIMPIOS;9;Moncloa - Aravaca;60,44
2023;mayo;1;PUNTOS LIMPIOS;10;Latina;104,2
2023;mayo;1;RCD;1;Centro;137,99
2023;mayo;1;RCD;6;Tetuán;69,225
2023;mayo;1;RCD;7;Chamberí;65,65
2023;mayo;1;RCD;8;Fuencarral - El Pardo;148,045
2023;mayo;1;RCD;9;Moncloa - Aravaca;56,675
2023;mayo;1;RCD;10;Latina;90,89
2023;mayo;1;RESTO;1;Centro;3706,4
2023;mayo;1;RESTO;6;Tetuán;2240,34
2023;mayo;1;RESTO;7;Chamberí;1771,06
2023;mayo;1;RESTO;8;Fuencarral - El Pardo;3199,92
2023;mayo;1;RESTO;9;Moncloa - Aravaca;2204,12
2023;mayo;1;RESTO;10;Latina;3174,36
2023;mayo;1;VIDRIO;1;Centro;733,4
2023;mayo;1;VIDRIO;6;Tetuán;339,2
2023;mayo;1;VIDRIO;7;Chamberí;330,12
2023;mayo;1;VIDRIO;8;Fuencarral - El Pardo;218,96
2023;mayo;1;VIDRIO;9;Moncloa - Aravaca;380,64
2023;mayo;1;VIDRIO;10;Latina;227,28
2023;mayo;1;VIDRIO COMERCIAL;1;Centro;98,18
2023;mayo;1;ROPA;1;Centro;11,585
2023;mayo;1;ROPA;6;Tetuán;9,62
2023;mayo;1;ROPA;7;Chamberí;3,695
2023;mayo;1;ROPA;8;Fuencarral - El Pardo;19,275
2023;mayo;1;ROPA;9;Moncloa - Aravaca;10,02
2023;mayo;1;ROPA;10;Latina;11,725
2023;mayo;2;PAPEL-CARTON;3;Retiro;260,16
2023;mayo;2;PAPEL-CARTON;4;Salamanca;509,32
2023;mayo;2;PAPEL-CARTON;5;Chamartín;272,34
2023;mayo;2;PAPEL-CARTON;14;Moratalaz;158,08
2023;mayo;2;PAPEL-CARTON;15;Ciudad Lineal;303,42
2023;mayo;2;PAPEL-CARTON;16;Hortaleza;391,92
2023;mayo;2;PAPEL-CARTON;19;Vicálvaro;129,42
2023;mayo;2;PAPEL-CARTON;20;San Blas - Canillejas;267,3
2023;mayo;2;PAPEL-CARTON;21;Barajas;105,62
2023;mayo;2;CARTON COMERCIAL;3;Retiro;53,9
2023;mayo;2;CARTON COMERCIAL;4;Salamanca;58,7
2023;mayo;2;CARTON COMERCIAL;5;Chamartín;54,82
2023;mayo;2;CARTON COMERCIAL;14;Moratalaz;27,5
2023;mayo;2;CARTON COMERCIAL;15;Ciudad Lineal;52,7
2023;mayo;2;CARTON COMERCIAL;16;Hortaleza;57,26
2023;mayo;2;CARTON COMERCIAL;19;Vicálvaro;26,14
2023;mayo;2;CARTON COMERCIAL;20;San Blas - Canillejas;13,24
2023;mayo;2;CARTON COMERCIAL;21;Barajas;25,72
2023;mayo;2;CLINICOS;3;Retiro;187,42
2023;mayo;2;CLINICOS;4;Salamanca;106,84
2023;mayo;2;CLINICOS;15;Ciudad Lineal;135,24
2023;mayo;2;CONTENEDORES DE ROPA;16;Hortaleza;0,36
2023;mayo;2;ENVASES;3;Retiro;352,54
2023;mayo;2;ENVASES;4;Salamanca;520,58
2023;mayo;2;ENVASES;5;Chamartín;467,06
2023;mayo;2;ENVASES;14;Moratalaz;292,08
2023;mayo;2;ENVASES;15;Ciudad Lineal;741,22
2023;mayo;2;ENVASES;16;Hortaleza;698,32
2023;mayo;2;ENVASES;19;Vicálvaro;295,9
2023;mayo;2;ENVASES;20;San Blas - Canillejas;556,26
2023;mayo;2;ENVASES;21;Barajas;187,12
2023;mayo;2;ORGANICA;3;Retiro;937,84
2023;mayo;2;ORGANICA;4;Salamanca;1586,18
2023;mayo;2;ORGANICA;5;Chamartín;1263,1
2023;mayo;2;ORGANICA;14;Moratalaz;496,9
2023;mayo;2;ORGANICA;15;Ciudad Lineal;1427,58
2023;mayo;2;ORGANICA;16;Hortaleza;1089,62
2023;mayo;2;ORGANICA;19;Vicálvaro;146,1
2023;mayo;2;ORGANICA;20;San Blas - Canillejas;892,76
2023;mayo;2;ORGANICA;21;Barajas;540,52
2023;mayo;2;PUNTOS LIMPIOS;3;Retiro;1,76
2023;mayo;2;PUNTOS LIMPIOS;5;Chamartín;101,94
2023;mayo;2;PUNTOS LIMPIOS;14;Moratalaz;45,34
2023;mayo;2;PUNTOS LIMPIOS;15;Ciudad Lineal;91,16
2023;mayo;2;PUNTOS LIMPIOS;16;Hortaleza;75,52
2023;mayo;2;PUNTOS LIMPIOS;19;Vicálvaro;28,04
2023;mayo;2;PUNTOS LIMPIOS;20;San Blas - Canillejas;80
2023;mayo;2;PUNTOS LIMPIOS;21;Barajas;38
2023;mayo;2;RCD;3;Retiro;36,765
2023;mayo;2;RCD;4;Salamanca;42,3
2023;mayo;2;RCD;5;Chamartín;120,495
2023;mayo;2;RCD;14;Moratalaz;114,77
2023;mayo;2;RCD;15;Ciudad Lineal;123,81
2023;mayo;2;RCD;16;Hortaleza;62,305
2023;mayo;2;RCD;19;Vicálvaro;57,77
2023;mayo;2;RCD;20;San Blas - Canillejas;85,08
2023;mayo;2;RCD;21;Barajas;59,185
2023;mayo;2;RESTO;3;Retiro;1222,38
2023;mayo;2;RESTO;4;Salamanca;1736,04
2023;mayo;2;RESTO;5;Chamartín;1740
2023;mayo;2;RESTO;14;Moratalaz;1116,98
2023;mayo;2;RESTO;15;Ciudad Lineal;2675,06
2023;mayo;2;RESTO;16;Hortaleza;2500,26
2023;mayo;2;RESTO;19;Vicálvaro;1764,4
2023;mayo;2;RESTO;20;San Blas - Canillejas;2433,5
2023;mayo;2;RESTO;21;Barajas;847,74
2023;mayo;2;VIDRIO;3;Retiro;362,38
2023;mayo;2;VIDRIO;4;Salamanca;287,74
2023;mayo;2;VIDRIO;5;Chamartín;284,5
2023;mayo;2;VIDRIO;14;Moratalaz;239,28
2023;mayo;2;VIDRIO;15;Ciudad Lineal;200,36
2023;mayo;2;VIDRIO;16;Hortaleza;164,7
2023;mayo;2;VIDRIO;19;Vicálvaro;123,34
2023;mayo;2;VIDRIO;20;San Blas - Canillejas;170,6
2023;mayo;2;VIDRIO;21;Barajas;91,92
2023;mayo;2;VIDRIO COMERCIAL;4;Salamanca;102,24
