PK,NOMBRE,same_as_wikidata_museum,DESCRIPCION-ENTIDAD,HORARIO,METRO,same_as_wikidata_metro,BUS,RENFE,ACCESIBILIDAD,CONTENT-URL,DIRECCION,same_as_wikidata_direccion,NUM,DISTRITO,same_as_wikidata_distrito,LATITUD,LONGITUD,TELEFONO,EMAIL,TIPO
4606802,Centro Cultural Las Californias (Retiro),,,De 9 a 14 horas.   Fuera de este horario el centro permanecera abierto durante la celebracion de las actividades que se programen.,Puente de Vallecas,https://www.wikidata.org/entity/Q2479039,"113, 148  ","Mendez alvaro Estacion Sur (lineas C1, C5, C7, C10, Regional)",ACCESSIBLE,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=a6c875993dc63110VgnVCM1000000b205a0aRCRD,CALLE DE LUIS PEIDRO,,2,Retiro,https://www.wikidata.org/entity/Q2002296,40.397021560779024,-3.6738766514153163,915 016 942,cclascalifornias@madrid.es,CentrosCulturales
1918,La Tabacalera de Lavapies,https://www.wikidata.org/entity/Q56427704,,"De lunes a jueves, de 9 a 14 y de 16 a 18 horas. Viernes, de 9 a 14 horas.   Julio y septiembre, de 9 a 14 horas.   Agosto cerrado.   Fuera de este horario el centro permanecera abierto durante la celebracion de las actividades que se programen.",Lavapies,https://www.wikidata.org/entity/Q388743,M1  ,Sin Renfe,ACCESSIBLE,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=5f891e79ee71c010VgnVCM1000000b205a0aRCRD,"Calle del Olivar, Madrid",https://www.wikidata.org/entity/Q20021057,46,Centro,https://www.wikidata.org/entity/Q1763376,40.40967898937472,-3.7015569791252063,915 060 712,cclavapies@madrid.es,CentrosCulturales
1938,Centro Cultural Lope de Vega (Puente de Vallecas),,,"Lunes a viernes, de 9 a 13:45 horas y de 17 a 18:45 horas. Verano, de lunes a viernes de 8:30 a 14 horas.   Fuera de este horario el centro permanecera abierto durante la celebracion de las actividades que se programen.",Sin metro,,"102, 24.  ",Asamblea de Madrid-Entrevias (linea C2).,ACCESSIBLE,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=4a273d0b5e71c010VgnVCM1000000b205a0aRCRD,CALLE CONCEJO DE TEVERGA,,1,Puente de Vallecas,https://www.wikidata.org/entity/Q2003054,40.386296991431074,-3.671858416387963,917 570 580,cclopedevega@madrid.es,CentrosCulturales
1973,Centro Cultural Los Rosales (Villaverde),,,El horario del Centro Cultural Los Rosales es de 8:00 a 22:00 h de lunes a viernes y de 9:30 a 13:30 h los sabados. Secretaria: de lunes a jueves de 9:30 a 13:30 y de 17:00 a 19:00 y viernes de 9:30 a 13:30 horas. Durante el mes de julio el horario sera de 9 a 14 horas.,Sin metro,,85,Sin Renfe,ACCESSIBLE,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=a5b91e79ee71c010VgnVCM1000000b205a0aRCRD,AVENIDA LOS ROSALES,,133,Villaverde,https://www.wikidata.org/entity/Q919536,40.35074797433515,-3.6773064421969233,917 109 273,cclosrosales@madrid.es,CentrosCulturales
6469004,Centro Cultural Mercado de Ibiza (Retiro),,,"De lunes a viernes, de 9 a 14 horas.   Fuera de este horario el centro permanecera abierto durante la celebracion de las actividades que se programen.",Ibiza,https://www.wikidata.org/entity/Q2464739,"2, 15, 26, 61, 63, 215, C2, 20, 152, C1  ",Sin Renfe,ACCESSIBLE,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=dbeab973f50e7310VgnVCM1000000b205a0aRCRD,"Calle de Ibiza, Madrid",https://www.wikidata.org/entity/Q63247838,8,Retiro,https://www.wikidata.org/entity/Q2002296,40.41817872037522,-3.677376337125393,915 572 601,ccibiza@madrid.es,CentrosCulturales
1933,Centro Cultural Meseta de Orcasitas (Usera),,,"De lunes a viernes, 9:30 a 13:30 y de 17 a 20 horas.  Fuera de este horario el centro permanecera abierto durante la celebracion de las actividades que se programen.",Sin metro,,"78, 81, 116  ",Orcasitas (C5),PARTIALLY ACCESSIBLE,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=fbd91e79ee71c010VgnVCM1000000b205a0aRCRD,PLAZA ASOCIACION,,1,Usera,https://www.wikidata.org/entity/Q953368,40.36968950845358,-3.7081679144829076,913 415 677 / 913 415 326,ccmesetaorcasitas@madrid.es,CentrosCulturales
1955,Centro Cultural Miguel Hernandez (Latina),,Informacion general en el telefono: 91 706 63 00. Correo electronico: ccmiguelh@madrid.es . Informacion sobre cursos y talleres en los siguientes enlaces:   Plataforma cursos y talleres Ayuntamiento de Madrid.  Tramites cursos y talleres Ayuntamiento de Madrid.,"Horario de verano:    Cerrado del 1 al 27 de agosto.   Julio, agosto y septiembre, de 9 a 21 horas. Sabados y domingos cerrado.   Horario de apertura del centro:  Lunes a Viernes de 9 a 21:30 horas. Sabados de 9 a 13:30 horas.  Horario de atencion al publico:  Lunes a Viernes de 9 a 14 horas y de 16 a 18 horas.",Sin metro,,"Lineas: 34, 39, 117 y 139. ",Linea C 5. Estacion: Las aguilas.,ACCESSIBLE,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=420a1e79ee71c010VgnVCM1000000b205a0aRCRD,CALLE SERRADILLA,,13,Latina,https://www.wikidata.org/entity/Q794954,40.378853797128336,-3.7819616113032115,917 066 300 / 917 108 523,ccmiguelh@madrid.es,CentrosCulturales
1972,Centro Cultural Moncloa (Moncloa - Aravaca),,,"De lunes a viernes, de 9:30 a 13:30 y de 17 a 19 horas.   Verano: De lunes a viernes de 9:30 a 14 horas.   Semana de San Isidro: De lunes a viernes de 9:30 a 14 horas.   Fuera de este horario el centro permanecera abierto durante la celebracion de las actividades que se programen.",Moncloa,https://www.wikidata.org/entity/Q2449141,"1, 132, 138, 44, 62, 82, C2, 160, 162, 133, 83, C1, 161, G, A, 001, 46, 16, 61.  ",Sin Renfe,"PARTIALLY ACCESSIBLE,SIGN LANGUAGE",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=982a1e79ee71c010VgnVCM1000000b205a0aRCRD,plaza de la Moncloa,https://www.wikidata.org/entity/Q6080211,1,Moncloa-Aravaca,https://www.wikidata.org/entity/Q2017682,40.435209393826675,-3.7188765163188293,Sin telefono,ccmoncloa@madrid.es,CentrosCulturales
1932,Centro Cultural Nicolas Salmeron (Chamartin),,,"De lunes a viernes, de 9 a 14 y de 16 a 18 horas.  Julio, de lunes a viernes, de 9 a 15 horas. Agosto cerrado.  Fuera de este horario el centro permanecera abierto durante la celebracion de las actividades que se programen.",Concha Espina,https://www.wikidata.org/entity/Q2464246,"16, 29, 52",Sin Renfe,ACCESSIBLE,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=ee4a1e79ee71c010VgnVCM1000000b205a0aRCRD,Calle de Mantuano,https://www.wikidata.org/entity/Q27048291,51,Chamartin,https://www.wikidata.org/entity/Q1766348,40.44834125150792,-3.6761992414203526,915 103 751,ccnsalmeron@madrid.es,CentrosCulturales
1934,Centro Cultural Orcasur (Usera),,,"De lunes a jueves, de 10 a 14 y de 16:30 a 19:30 horas. Viernes, de 10 a 14 horas.   Julio, lunes a viernes, de 10 a 14 horas.  Agosto cerrado.  Fuera de este horario el centro permanecera abierto durante la celebracion de las actividades que se programen.",Sin metro,,"78, 116  ",Orcasitas (C5),ACCESSIBLE,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=8b9a1e79ee71c010VgnVCM1000000b205a0aRCRD,PLAZA PUEBLO,,2,Usera,https://www.wikidata.org/entity/Q953368,40.366772166148415,-3.70113521931168,913 188 090,ccorcasur@madrid.es,CentrosCulturales
1952,Centro Cultural Principe de Asturias (Ciudad Lineal),,,De lunes a viernes de 8:30 a 22 horas.     Sabados de 09:00 a 22:00 horas.     Verano y Semana de San Isidro de lunes a viernes de 8:30 a 21 horas.,Ciudad Lineal,https://www.wikidata.org/entity/Q2054883,"38, 48, 70, 105, 4, 109, 113",Sin Renfe,"ACCESSIBLE,TACTILE PAVING,MAGNETIC LOOP",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=d1ca1e79ee71c010VgnVCM1000000b205a0aRCRD,"Calle de los Hermanos Garcia Noblejas, Madrid",https://www.wikidata.org/entity/Q5740959,14,Ciudad Lineal,https://www.wikidata.org/entity/Q1763694,40.43644651057092,-3.6372924261150033,917 767 810,ccprincipeasturias@madrid.es,CentrosCulturales
1920,Gate of Toledo,https://www.wikidata.org/entity/Q2657591,,"De lunes a jueves, de 9 a 14 y de 15 a 18 horas. Viernes, de 9 a 15 horas. Jullio y septiembre de 9 a 14 horas. Agosto cerrado.  Fuera de este horario el centro permanecera abierto durante la celebracion de las actividades que se programen.",Puerta de Toledo,https://www.wikidata.org/entity/Q2056515,"17, 41, 18, 23, 35, C03, C2, 148, SE712, 3, C1  ",Sin Renfe,ACCESSIBLE,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=28ea1e79ee71c010VgnVCM1000000b205a0aRCRD,Gran Via de San Francisco,https://www.wikidata.org/entity/Q32035437,2,Centro,https://www.wikidata.org/entity/Q1763376,40.40741060830642,-3.7119168856897677,913 662 728,ccptoledo@madrid.es,CentrosCulturales
114978,Centro Cultural Quinta del Berro - Rafael Altamira (Salamanca),,,"Horario secretaria:  De lunes a jueves, de 9 a 14 y de 15 a 18 horas. Viernes, de 9 a 14 horas. Julio, de lunes a viernes, atencion presencial de 10:30 a 14, atencion telefonica de 9 a 14 horas. Agosto: secreatria cerrada.  Horario centro cultural:  De lunes a viernes, de 9 a 21:30 horas. Sabados, de 9:30 a 21:30 horas. Domingos, de 10:30 a 20:30 horas. Julio, agosto y septiembre, de lunes a domingo de 10:30 a 19:30 horas.  Fuera de este horario el centro permanecera abierto durante la celebracion de las actividades que se programen.",Sin metro,,"15 , 28 , 71",Sin Renfe,"ACCESSIBLE,TACTILE PAVING",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=bcc7cbf06c81c010VgnVCM1000000b205a0aRCRD,CALLE ENRIQUE D'ALMONTE,,1,Salamanca,https://www.wikidata.org/entity/Q1773521,40.42206601994432,-3.662968075865235,915 570 808 / 915 570 805 / 915 570 807,quintaberro@madrid.es,CentrosCulturales
4703422,Centro Cultural San Francisco La Prensa (Carabanchel),,,"De lunes a viernes, de 10 a 13 y de 16:30 a 18 horas. Viernes, de 10 a 13 horas. Agosto cerrado.  Fuera de este horario el centro permanecera abierto durante la celebracion de las actividades que se programen.",San Francisco,https://www.wikidata.org/entity/Q2061686,108,Sin Renfe,ACCESSIBLE,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=5787e842ec9a6110VgnVCM1000000b205a0aRCRD,CALLE ALISEDA,,4,Carabanchel,https://www.wikidata.org/entity/Q1001991,40.37690319217392,-3.741639735552097,914 284 911,ccprensa@madrid.es,CentrosCulturales
1958,Centro Cultural San Juan Bautista (Ciudad Lineal),,,"Lunes a sabado, de 9 a 22 horas. Julio, de lunes a viernes, de 9 a 14 horas. Septiembre, de lunes a viernes, de 9 a 22 horas.",Avenida de la Paz,https://www.wikidata.org/entity/Q526358,"53, 11, 70, 122",Sin Renfe,ACCESSIBLE,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=618b1e79ee71c010VgnVCM1000000b205a0aRCRD,CALLE SAN NEMESIO,,4,Ciudad Lineal,https://www.wikidata.org/entity/Q1763694,40.45224737965276,-3.6580402287911937,914 157 705,ccsanjuanbautista@madrid.es,SalasEstudioLectura
6018014,Centro Cultural Sanchinarro (Hortaleza),,,"De lunes a viernes, de 10 a 14 y de 16 a 19 horas.   Fuera de este horario el centro permanecera abierto durante la celebracion de las actividades que se programen.",Sin metro,,"172, 172SF",Sin Renfe,ACCESSIBLE,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=12eb70618510f210VgnVCM1000000b205a0aRCRD,CALLE PRINCESA DE EBOLI,,29,Hortaleza,https://www.wikidata.org/entity/Q1928529,40.49035310157377,-3.655261744717257,915 000 603,info@centroculturalsanchinarro.com,CentrosCulturales
115404,Centro Cultural Sara Montiel (Latina),,Informacion general en el telefono: 91 512 08 90. Correo electronico: cccampamento@madrid.es . Informacion sobre cursos y talleres en los siguientes enlaces:   Plataforma cursos y talleres Ayuntamiento de Madrid.  Tramites cursos y talleres Ayuntamiento de Madrid.,"Horario de verano:    Cerrado del 1 al 27 de agosto.   Julio, agosto y septiembre, de 9 a 21 horas de lunes a viernes. Sabados y domingos cerrado.   Horario de apertura del centro:  Lunes a Viernes de 9 a 21:30 horas. Sabados de 9 a 13:30 horas.  Horario de atencion al publico:  De lunes a viernes de 9 a 14 horas y de 16:30 a 19 horas.",Colonia Jardin,https://www.wikidata.org/entity/Q2060520,Linea 65 y linea H.,Sin Renfe,ACCESSIBLE,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=c957cbf06c81c010VgnVCM1000000b205a0aRCRD,CARRETERA BOADILLA DEL MONTE,,40,Latina,https://www.wikidata.org/entity/Q794954,40.399764677637116,-3.775144917950534,915 120 890,ccsaramontiel@madrid.es,CentrosCulturales
1994,Centro Cultural Usera 1,,,"De lunes a viernes, de 9 a 13 y de 17 a 19:30 horas.  Agosto cerrado.  Fuera de este horario el centro permanecera abierto durante la celebracion de las actividades que se programen.",Plaza Eliptica,https://www.wikidata.org/entity/Q782113,"6, 60, 81",Sin Renfe,PARTIALLY ACCESSIBLE,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=54fb1e79ee71c010VgnVCM1000000b205a0aRCRD,avenida de Rafaela Ybarra,https://www.wikidata.org/entity/Q110749248,49,Usera,https://www.wikidata.org/entity/Q953368,40.381095838993176,-3.710973351109332,915 887 214,ccusera@madrid.es,CentrosCulturales
7416137,Centro Cultural Usera 2,,,"Atencion al publico en el Centro Cultural Usera 1.   De lunes a viernes, de 9 a 13 y de 17 a 19:30 horas. Julio, agosto y septiembre, cerrado.  Fuera de este horario el centro permanecera abierto durante la celebracion de las actividades que se programen.",Usera,https://www.wikidata.org/entity/Q643209,6,Sin Renfe,NOT ACCESSIBLE,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=3cadb2cffdc15410VgnVCM1000000b205a0aRCRD,CALLE FELIPE CASTRO,,30,Usera,https://www.wikidata.org/entity/Q953368,40.38429664257218,-3.7090866533057723,915 887 214 / 914 764 204,ccusera@madrid.es,CentrosCulturales
123948,Centro Cultural Valdebernardo (Vicalvaro),,,De lunes a viernes de 9 a 14 horas. Agosto cerrado.  Fuera de este horario el centro permanecera abierto durante la celebracion de las actividades que se programen.,Valdebernardo,https://www.wikidata.org/entity/Q2696095,"130, 71, 8.",Sin Renfe,PARTIALLY ACCESSIBLE,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=69188899fc81c010VgnVCM1000000b205a0aRCRD,BULEVAR INDALECIO PRIETO,,21,Vicalvaro,https://www.wikidata.org/entity/Q589403,40.399832138328044,-3.6212720265227873,913 016 460 / 913 016 462,ccvaldebernardo@madrid.es,CentrosCulturales
1980,Centro Cultural Zazuar (Villa de Vallecas),,,"De lunes a viernes, de 9 a 19:30 horas. Julio y agosto, de lunes a viernes, de 9 a 14 horas.  Fuera de este horario el centro permanecera abierto durante la celebracion de las actividades que se programen.",Sin metro,,"58, 63, 145",Sin Renfe,ACCESSIBLE,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=9d8c1e79ee71c010VgnVCM1000000b205a0aRCRD,CALLE ZAZUAR,,4,Villa de Vallecas,https://www.wikidata.org/entity/Q1947988,40.38281899948726,-3.606140062044455,913 322 529,cczazuar@madrid.es,CentrosCulturales
1953,Centro Cultural el Madrono (Vicalvaro),,,De lunes a viernes de 9 a 14 horas.  Fuera de este horario el centro permanecera abierto durante la celebracion de las actividades que se programen.,Vicalvaro Station - Rey Juan Carlos University,https://www.wikidata.org/entity/Q2479859,"130, 100",Sin Renfe,ACCESSIBLE,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=57b63d0b5e71c010VgnVCM1000000b205a0aRCRD,CALLE VILLARDONDIEGO,,36,Vicalvaro,https://www.wikidata.org/entity/Q589403,40.40529229274289,-3.6086152959929514,917 753 140,ccelmadrono@madrid.es,CentrosCulturales
1940,Centro Cultural el Torito (Moratalaz),,,"De lunes a viernes de 9 a 13:30 y de 17 a 18:30 horas. Julio, de lunes a viernes de 9 a 13:30 horas. Agosto cerrado.  Fuera de este horario el centro permanecera abierto durante la celebracion de las actividades que se programen.",Artilleros,https://www.wikidata.org/entity/Q649362,32,Sin Renfe,ACCESSIBLE,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=f3073d0b5e71c010VgnVCM1000000b205a0aRCRD,Avenida de Moratalaz,https://www.wikidata.org/entity/Q104778384,130,Moratalaz,https://www.wikidata.org/entity/Q2076109,40.40609591857167,-3.646536107063507,913 287 385,cceltorito@madrid.es,CentrosCulturales
1951,Centro Cultural la Elipa (Ciudad Lineal),,,"De lunes a sabado, de 9 a 22 horas. Julio, de lunes a viernes, de 9 a 15 horas. Septiembre, de lunes a viernes, de 9 a 22 horas. Fuera de este horario el centro permanecera abierto durante la celebracion de las actividades que se programen.",La Elipa,https://www.wikidata.org/entity/Q1766021,"110, 113, 210, 15, 28",Sin Renfe,ACCESSIBLE,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=6c191e79ee71c010VgnVCM1000000b205a0aRCRD,CALLE SANTA FELICIDAD,,39,Ciudad Lineal,https://www.wikidata.org/entity/Q1763694,40.42447060804354,-3.6504253324201104,914 055 312,ccelipa@madrid.es,CentrosCulturales
112637,Centro Integrado Santiago Apostol (Hortaleza),,,"De lunes a viernes, de 9 a 14 horas y de 16 a 21 horas. Agosto cerrado  Fuera de este horario el centro permanecera abierto durante la celebracion de las actividades que se programen.",Manoteras,https://www.wikidata.org/entity/Q3844841,"7, 29, 129.",Sin Renfe,ACCESSIBLE,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=38f415a11a81c010VgnVCM1000000b205a0aRCRD,CALLE CARRION DE LOS CONDES,,73,Hortaleza,https://www.wikidata.org/entity/Q1928529,40.4760846979538,-3.6581195337045274,913 835 941,Sin email,CentrosCulturales
4703662,Centro Juvenil Carabanchel Alto,,"Mira la programacion mensual de cada uno de los centros juveniles, encontraras talleres, teatro, actividades, cesiones de espacios para tu musica o tus ensayos, exposiciones; ademas Wifi gratuito, oficinas de informacion juvenil y un monton de cosas interesantes. Informacion sobre las actividades y cesion de espacios: Correo:  actividadescarabanchel@gmail.com   Telefono de contacto: 914006417 Telefono: 915118980 Consulta la programacion aqui  Para inscribirte en la actividad que mas te guste cumplimenta y envia este formulario.","Horario de apertura del centro: de lunes a viernes de 10 a 14:30 horas y de 15:30 a 21 horas. Los sabados de 11 a 21 horas.  Horario de atencion al publico: lunes y sabado de 13 a 14:30 horas y de 15:30 a 21 horas. Los martes, miercoles, jueves y viernes de 10 a 14 horas y de 15:30 a 21 horas.   Cierres para 2023: 1 y 6 de enero, 20 de marzo, 6, 7 y 8 de abril, 1, 2 y 15 de mayo, TODO EL MES DE AGOSTO, 12 de octubre, 1 y 9 de noviembre, 6, 8, 24, 25 y 31 de diciembre.  El centro permanecera cerrado todos los domingos.",La Peseta,https://www.wikidata.org/entity/Q2484416,35 y 47,Sin Renfe,ACCESSIBLE,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=2565d2d6fe9a6110VgnVCM1000000b205a0aRCRD,CALLE ALFONSO FERNANDEZ,,23,Carabanchel,https://www.wikidata.org/entity/Q1001991,40.366822704148795,-3.755451103709316,915 118 980 Movil/WhatsApp: 636 04 55 86,cj5carabanchel@madrid.es,OficinasInformacionJuvenil
146682,Centro Juvenil El Aleph (Villa de Vallecas),,"Mira la programacion mensual de cada uno de los centros juveniles, encontraras talleres, teatro, actividades, cesiones de espacios para tu musica o tus ensayos, exposiciones; ademas Wifi gratuito, oficinas de informacion juvenil y un monton de cosas interesantes.  Informacion sobre las actividades y cesion de espacios:   Correo:  actividadeselaleph@gmail.com    Telefono: 913 312 725 Consulta la programacion aqui  Para inscribirte en la actividad que mas te guste cumplimenta y envia este formulario.",Horario de apertura del centro: de lunes a domingo de 8:30 a 21 horas. Agosto cerrado.  Horario de atencion al publico ( cuando estan los monitores) Lunes y sabado :13:00 a 15:00 / 16:00 a 21: 00h martes a viernes :10:00  a 15:00 / 16:00 a 21:00h domingos: 12:00 a 15:00 /16:00 a 20:00h,Sin metro,,"58 , 63 , 145 ",Santa Eugenia,ACCESSIBLE,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=84869475d381c010VgnVCM1000000b205a0aRCRD,CALLE ZAZUAR,,1,Villa de Vallecas,https://www.wikidata.org/entity/Q1947988,40.38257934400676,-3.6054546139177392,913 013 457 Movil/WhatsApp: 683 51 65 65,cj7aleph@madrid.es,OficinasInformacionJuvenil
190703,Centro Juvenil El Pardo,,"Mira la programacion mensual de cada uno de los centros juveniles, encontraras talleres, teatro, actividades, cesiones de espacios para tu musica o tus ensayos, exposiciones; ademas Wifi gratuito, oficinas de informacion juvenil y un monton de cosas interesantes.  Informacion sobre las actividades y cesion de espacios   Correo:  actividadeselpardo@gmail.com    Telefono: 913 760 652 Consulta la programacion aqui  Para inscribirte en la actividad que mas te guste cumplimenta y envia este formulario.",Apertura del centro los martes a sabado de 13 a 21 horas.,Sin metro,,desde el intercambiador de Moncloa el 601 (isla 3-darsena 30) y el 602 que sale del hospital Universitario la Paz.,Sin Renfe,ACCESSIBLE,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=617ef50ad2a30110VgnVCM1000000b205a0aRCRD,AVENIDA PADRE CIPRIANO,,11,Fuencarral-El Pardo,https://www.wikidata.org/entity/Q656196,40.51964199418355,-3.778542672958104,913 760 652 Movil/WhatsApp: 653 39 89 57,cj3elpardo@madrid.es,OficinasInformacionJuvenil
182139,Centro Juvenil El Sitio de mi Recreo (Villa de Vallecas),,"Mira la programacion mensual de cada uno de los centros juveniles, encontraras talleres, teatro, actividades, cesiones de espacios para tu musica o tus ensayos, exposiciones; ademas Wifi gratuito, oficinas de informacion juvenil y un monton de cosas interesantes.  Informacion sobre las actividades y cesion de espacios:   Correo:  actividadeselrecreo@gmail.com    Telefono: 913320198  Telefono: 913 05 24 48  Horario de reserva cesiones de espacio y salas de ensayo: Lunes a jueves de 10:00 a 15:00 y de 16:00 a 19:00 h. Viernes de 9:00 a 15:30 h. Consulta la programacion aqui  Para inscribirte en la actividad que mas te guste cumplimenta y envia este formulario.",Horario de atencion al publico : De lunes a sabado de 10 a 15 horas y de 16 a 21 horas. Domingos de 12 a 15 horas y de 16 a 20 horas.  Horario de apertura y cierre: Lunes a domingo de 08.30- 21.30 h,Villa de Vallecas,https://www.wikidata.org/entity/Q630441,"54, 58, 103, 142, 143, N9  ",Vallecas,ACCESSIBLE,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=9bd738d60b41c010VgnVCM2000000c205a0aRCRD,CALLE REAL DE ARGANDA,,39,Villa de Vallecas,https://www.wikidata.org/entity/Q1947988,40.37953682427198,-3.616901585603186,913 052 448 Movil/WhatsApp: 606 00 04 09,cj6srecreo@madrid.es,OficinasInformacionJuvenil
5396226,Centro Juvenil Hontalbilla (Fuencarral - El Pardo),,"Mira la programacion mensual de cada uno de los centros juveniles, encontraras talleres, teatro, actividades, cesiones de espacios para tu musica o tus ensayos, exposiciones; ademas Wifi gratuito, oficinas de informacion juvenil y un monton de cosas interesantes.  Informacion sobre las actividades y cesion de espacios   Correo:  actividadeshontalbilla@gmail.com    Telefono: 917 342 878 y 917 364 378 Consulta la programacion aqui  Para inscribirte en la actividad que mas te guste cumplimenta y envia este formulario.","Horario de apertura del centro:    Mananas: de lunes a sabados, de: 9 a 15 horas Tardes:de lunes a sabados, de 16 a  21 horas  Agosto centro juvenil cerrado.",Fuencarral,https://www.wikidata.org/entity/Q2059161,"66, 124 y 137, 154, N24 ",Madrid-Ramon y Cajal,NOT ACCESSIBLE,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=afc93331c9ee2210VgnVCM2000000c205a0aRCRD,CALLE HONTALBILLA,,10,Fuencarral-El Pardo,https://www.wikidata.org/entity/Q656196,40.49231828430878,-3.6906342081203283,917 364 378 Movil/WhatsApp: 606 00 38 52,cj4hontalbilla@madrid.es,OficinasInformacionJuvenil
11925994,Centro Juvenil Pipo Velasco (Usera),,"Mira la programacion mensual de cada uno de los centros juveniles, encontraras talleres, teatro, actividades, cesiones de espacios para tu musica o tus ensayos, exposiciones; ademas Wifi gratuito, oficinas de informacion juvenil y un monton de cosas interesantes.  Informacion sobre las actividades y cesion de espacios:   Correo: actividadespipo@gmail.com   Telefono: 609619978 Consulta la programacion aqui  Para inscribirte en la actividad que mas te guste cumplimenta y envia este formulario .",Horario de apertura: de 9 a 22h.  Horario de atencion al publico: Todos los dias.,Plaza Eliptica,https://www.wikidata.org/entity/Q782113," 6, 60, 78, 81",Sin Renfe,ACCESSIBLE,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=a0d2795e39a36810VgnVCM2000001f4a900aRCRD,CALLE AVENA,,5,Usera,https://www.wikidata.org/entity/Q953368,40.37738097077752,-3.715659887802671,609619978,actividadespipo@gmail.com,OficinasInformacionJuvenil
