PK,NOMBRE,DESCRIPCION-ENTIDAD,HORARIO,TRANSPORTE,ACCESIBILIDAD,CONTENT-URL,DIRECCION,NUM,DISTRITO,LATITUD,LONGITUD,TELEFONO,EMAIL,TIPO
1938,Centro Cultural Lope de Vega (Puente de Vallecas),Consulte normas de acceso a los teatros en información relacionada.,"Lunes a viernes, de 9 a 13:45 horas y de 17 a 18:45 horas. Verano, de lunes a viernes de 8:30 a 14 horas.   Fuera de este horario el centro permanecerá abierto durante la celebración de las actividades que se programen.","Bus: 102, 24.  Cercanías Renfe: Asamblea de Madrid-Entrevías (línea C2).",ACCESSIBLE,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=4a273d0b5e71c010VgnVCM1000000b205a0aRCRD,CALLE_CONCEJO DE TEVERGA,1,PUENTE_DE_VALLECAS,40.386296991431074,-3.671858416387963,917 570 580,cclopedevega@madrid.es,CentrosCulturales
1973,Centro Cultural Los Rosales (Villaverde),,El horario del Centro Cultural Los Rosales es de 8:00 a 22:00 h de lunes a viernes y de 9:30 a 13:30 h los sábados. Secretaría: de lunes a jueves de 9:30 a 13:30 y de 17:00 a 19:00 y viernes de 9:30 a 13:30 horas. Durante el mes de julio el horario será de 9 a 14 horas.,Bus: 85,ACCESSIBLE,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=a5b91e79ee71c010VgnVCM1000000b205a0aRCRD,AVENIDA_LOS ROSALES,133,VILLAVERDE,40.35074797433515,-3.6773064421969233,917 109 273,cclosrosales@madrid.es,CentrosCulturales
6469004,Centro Cultural Mercado de Ibiza (Retiro),,"De lunes a viernes, de 9 a 14 horas.   Fuera de este horario el centro permanecerá abierto durante la celebración de las actividades que se programen.","Metro: Ibiza (línea 9)  Bus: 2, 15, 26, 61, 63, 215, C2, 20, 152, C1  Bicimad: Estación 181 (calle Ibiza 18)",ACCESSIBLE,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=dbeab973f50e7310VgnVCM1000000b205a0aRCRD,CALLE_IBIZA,8,RETIRO,40.41817872037522,-3.677376337125393,915 572 601,ccibiza@madrid.es,CentrosCulturales
1933,Centro Cultural Meseta de Orcasitas (Usera),,"De lunes a viernes, 9:30 a 13:30 y de 17 a 20 horas.  Fuera de este horario el centro permanecerá abierto durante la celebración de las actividades que se programen.","Bus: 78, 81, 116  Renfe: Orcasitas (C5)",PARTIALLY_ACCESSIBLE,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=fbd91e79ee71c010VgnVCM1000000b205a0aRCRD,PLAZA_ASOCIACION,1,USERA,40.36968950845358,-3.7081679144829076,913 415 677 / 913 415 326,ccmesetaorcasitas@madrid.es,CentrosCulturales
1955,Centro Cultural Miguel Hernández (Latina),Información general en el teléfono: 91 706 63 00. Correo electrónico: ccmiguelh@madrid.es . Información sobre cursos y talleres en los siguientes enlaces:   Plataforma cursos y talleres Ayuntamiento de Madrid.  Trámites cursos y talleres Ayuntamiento de Madrid. En la misma sede esta ubicada la Sala de Estudios Miguel Hernández.,"Horario de verano:    Cerrado del 1 al 27 de agosto.   Julio, agosto y septiembre, de 9 a 21 horas. Sábados y domingos cerrado.   Horario de apertura del centro:  Lunes a Viernes de 9 a 21:30 horas. Sábados de 9 a 13:30 horas.  Horario de atención al público:  Lunes a Viernes de 9 a 14 horas y de 16 a 18 horas.","Autobuses de laEMT. Líneas: 34, 39, 117 y 139. Cercanías RENFE: Línea C 5. Estación: Las Águilas.",ACCESSIBLE,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=420a1e79ee71c010VgnVCM1000000b205a0aRCRD,CALLE_SERRADILLA,13,LATINA,40.378853797128336,-3.7819616113032115,917 066 300 / 917 108 523,ccmiguelh@madrid.es,CentrosCulturales
1972,Centro Cultural Moncloa (Moncloa - Aravaca),,"De lunes a viernes, de 9:30 a 13:30 y de 17 a 19 horas.   Verano: De lunes a viernes de 9:30 a 14 horas.   Semana de San Isidro: De lunes a viernes de 9:30 a 14 horas.   Fuera de este horario el centro permanecerá abierto durante la celebración de las actividades que se programen.","Metro: Moncloa (líneas 3, 6).  Bus: 1, 132, 138, 44, 62, 82, C2, 160, 162, 133, 83, C1, 161, G, A, 001, 46, 16, 61.  Bicimad: Estaciones 110 (paseo Moret, 2) y 111 a y b (calle Arcipreste de Hita, 12).","PARTIALLY_ACCESSIBLE,SIGN_LANGUAGE",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=982a1e79ee71c010VgnVCM1000000b205a0aRCRD,PLAZA_MONCLOA,1,MONCLOA-ARAVACA,40.435209393826675,-3.7188765163188293,,ccmoncloa@madrid.es,CentrosCulturales
1932,Centro Cultural Nicolás Salmerón (Chamartín),,"De lunes a viernes, de 9 a 14 y de 16 a 18 horas.  Julio, de lunes a viernes, de 9 a 15 horas. Agosto cerrado.  Fuera de este horario el centro permanecerá abierto durante la celebración de las actividades que se programen.","Metro: Concha Espina (línea 9), Prosperidad (línea 4), Cruz del Rayo (línea 9)  Bus: 16, 29, 52",ACCESSIBLE,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=ee4a1e79ee71c010VgnVCM1000000b205a0aRCRD,CALLE_MANTUANO,51,CHAMARTIN,40.44834125150792,-3.6761992414203526,915 103 751,ccnsalmeron@madrid.es,CentrosCulturales
1934,Centro Cultural Orcasur (Usera),,"De lunes a jueves, de 10 a 14 y de 16:30 a 19:30 horas. Viernes, de 10 a 14 horas.   Julio, lunes a viernes, de 10 a 14 horas.  Agosto cerrado.  Fuera de este horario el centro permanecerá abierto durante la celebración de las actividades que se programen.","Bus: 78, 116  Renfe: Orcasitas (C5)",ACCESSIBLE,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=8b9a1e79ee71c010VgnVCM1000000b205a0aRCRD,PLAZA_PUEBLO,2,USERA,40.366772166148415,-3.70113521931168,913 188 090,ccorcasur@madrid.es,CentrosCulturales
1952,Centro Cultural Príncipe de Asturias (Ciudad Lineal),,De lunes a viernes de 8:30 a 22 horas.     Sábados de 09:00 a 22:00 horas.     Verano y Semana de San Isidro de lunes a viernes de 8:30 a 21 horas.,"Metro: Ciudad Lineal (línea 5)  Bus: 38, 48, 70, 105, 4, 109, 113","ACCESSIBLE,TACTILE_PAVING,MAGNETIC_LOOP",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=d1ca1e79ee71c010VgnVCM1000000b205a0aRCRD,CALLE_HERMANOS GARCIA NOBLEJAS,14,CIUDAD_LINEAL,40.43644651057092,-3.6372924261150033,917 767 810,ccprincipeasturias@madrid.es,CentrosCulturales
1920,Centro Cultural Puerta de Toledo (Centro),,"De lunes a jueves, de 9 a 14 y de 15 a 18 horas. Viernes, de 9 a 15 horas. Jullio y septiembre de 9 a 14 horas. Agosto cerrado.  Fuera de este horario el centro permanecerá abierto durante la celebración de las actividades que se programen.","Metro: Puerta de Toledo (línea 5).  Bus: 17, 41, 18, 23, 35, C03, C2, 148, SE712, 3, C1  Bicimad: Estación 45 (Glorieta Puerta de Toledo, 1)  Aparcamiento: Puerta Toledo (64), Glorieta Puerta Toledo con vuelta Capitán Salazar Martínez",ACCESSIBLE,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=28ea1e79ee71c010VgnVCM1000000b205a0aRCRD,AVENIDA_GRAN VIA DE SAN FRANCISCO,2,CENTRO,40.40741060830642,-3.7119168856897677,913 662 728,ccptoledo@madrid.es,CentrosCulturales
114978,Centro Cultural Quinta del Berro - Rafael Altamira (Salamanca),,"Horario secretaría:  De lunes a jueves, de 9 a 14 y de 15 a 18 horas. Viernes, de 9 a 14 horas. Julio, de lunes a viernes, atención presencial de 10:30 a 14, atención telefónica de 9 a 14 horas. Agosto: secreatría cerrada.  Horario centro cultural:  De lunes a viernes, de 9 a 21:30 horas. Sábados, de 9:30 a 21:30 horas. Domingos, de 10:30 a 20:30 horas. Julio, agosto y septiembre, de lunes a domingo de 10:30 a 19:30 horas.  Fuera de este horario el centro permanecerá abierto durante la celebración de las actividades que se programen.","Bus: 15 , 28 , 71","ACCESSIBLE,TACTILE_PAVING",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=bcc7cbf06c81c010VgnVCM1000000b205a0aRCRD,CALLE_ENRIQUE D'ALMONTE,1,SALAMANCA,40.42206601994432,-3.662968075865235,915 570 808 / 915 570 805 / 915 570 807,quintaberro@madrid.es,CentrosCulturales
4703422,Centro Cultural San Francisco La Prensa (Carabanchel),,"De lunes a viernes, de 10 a 13 y de 16:30 a 18 horas. Viernes, de 10 a 13 horas. Agosto cerrado.  Fuera de este horario el centro permanecerá abierto durante la celebración de las actividades que se programen.",Metro: San Francisco (línea 11)  Bus: 108,ACCESSIBLE,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=5787e842ec9a6110VgnVCM1000000b205a0aRCRD,CALLE_ALISEDA,4,CARABANCHEL,40.37690319217392,-3.741639735552097,914 284 911,ccprensa@madrid.es,CentrosCulturales
1958,Centro Cultural San Juan Bautista (Ciudad Lineal),,"Lunes a sábado, de 9 a 22 horas. Julio, de lunes a viernes, de 9 a 14 horas. Septiembre, de lunes a viernes, de 9 a 22 horas.","Metro: Avenida de la Paz (línea 4)  Bus: 53, 11, 70, 122",ACCESSIBLE,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=618b1e79ee71c010VgnVCM1000000b205a0aRCRD,CALLE_SAN NEMESIO,4,CIUDAD_LINEAL,40.45224737965276,-3.6580402287911937,914 157 705,ccsanjuanbautista@madrid.es,SalasEstudioLectura
6018014,Centro Cultural Sanchinarro (Hortaleza),,"De lunes a viernes, de 10 a 14 y de 16 a 19 horas.   Fuera de este horario el centro permanecerá abierto durante la celebración de las actividades que se programen.","Bus: 172, 172SF",ACCESSIBLE,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=12eb70618510f210VgnVCM1000000b205a0aRCRD,CALLE_PRINCESA DE EBOLI,29,HORTALEZA,40.49035310157377,-3.655261744717257,915 000 603,info@centroculturalsanchinarro.com,CentrosCulturales
115404,Centro Cultural Sara Montiel (Latina),Información general en el teléfono: 91 512 08 90. Correo electrónico: cccampamento@madrid.es . Información sobre cursos y talleres en los siguientes enlaces:   Plataforma cursos y talleres Ayuntamiento de Madrid.  Trámites cursos y talleres Ayuntamiento de Madrid. En la misma sede está ubicada la sala de estudio Sara Montiel.,"Horario de verano:    Cerrado del 1 al 27 de agosto.   Julio, agosto y septiembre, de 9 a 21 horas de lunes a viernes. Sábados y domingos cerrado.   Horario de apertura del centro:  Lunes a Viernes de 9 a 21:30 horas. Sábados de 9 a 13:30 horas.  Horario de atención al público:  De lunes a viernes de 9 a 14 horas y de 16:30 a 19 horas.","Metro de Madrid. Líneas 10, Metro Ligero 2 y Metro Ligero 3. Estación: Colonia Jardín. Autobuses de la EMT: Línea 65 y línea H.",ACCESSIBLE,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=c957cbf06c81c010VgnVCM1000000b205a0aRCRD,CARRETERA_BOADILLA DEL MONTE,40,LATINA,40.399764677637116,-3.775144917950534,915 120 890,ccsaramontiel@madrid.es,CentrosCulturales
1994,Centro Cultural Usera 1,,"De lunes a viernes, de 9 a 13 y de 17 a 19:30 horas.  Agosto cerrado.  Fuera de este horario el centro permanecerá abierto durante la celebración de las actividades que se programen.","Metro: Plaza Elíptica (línea 6)  Bus: 6, 60, 81",PARTIALLY_ACCESSIBLE,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=54fb1e79ee71c010VgnVCM1000000b205a0aRCRD,AVENIDA_RAFAELA YBARRA,49,USERA,40.381095838993176,-3.710973351109332,915 887 214,ccusera@madrid.es,CentrosCulturales
7416137,Centro Cultural Usera 2,,"Atención al público en el Centro Cultural Usera 1.   De lunes a viernes, de 9 a 13 y de 17 a 19:30 horas. Julio, agosto y septiembre, cerrado.  Fuera de este horario el centro permanecerá abierto durante la celebración de las actividades que se programen.",Metro: Usera (línea 6)  Bus: 6,NOT_ACCESSIBLE,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=3cadb2cffdc15410VgnVCM1000000b205a0aRCRD,CALLE_FELIPE CASTRO,30,USERA,40.38429664257218,-3.7090866533057723,915 887 214 / 914 764 204,ccusera@madrid.es,CentrosCulturales
123948,Centro Cultural Valdebernardo (Vicálvaro),,De lunes a viernes de 9 a 14 horas. Agosto cerrado.  Fuera de este horario el centro permanecerá abierto durante la celebración de las actividades que se programen.,"Metro: Valdebernardo (línea 9).  Bus: 130, 71, 8.",PARTIALLY_ACCESSIBLE,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=69188899fc81c010VgnVCM1000000b205a0aRCRD,BULEVAR_INDALECIO PRIETO,21,VICALVARO,40.399832138328044,-3.6212720265227873,913 016 460 / 913 016 462,ccvaldebernardo@madrid.es,CentrosCulturales
1980,Centro Cultural Zazuar (Villa de Vallecas),,"De lunes a viernes, de 9 a 19:30 horas. Julio y agosto, de lunes a viernes, de 9 a 14 horas.  Fuera de este horario el centro permanecerá abierto durante la celebración de las actividades que se programen.","Bus: 58, 63, 145",ACCESSIBLE,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=9d8c1e79ee71c010VgnVCM1000000b205a0aRCRD,CALLE_ZAZUAR,4,VILLA_DE_VALLECAS,40.38281899948726,-3.606140062044455,913 322 529,cczazuar@madrid.es,CentrosCulturales
1953,Centro Cultural el Madroño (Vicálvaro),,De lunes a viernes de 9 a 14 horas.  Fuera de este horario el centro permanecerá abierto durante la celebración de las actividades que se programen.,"Metro: Vicálvaro (línea 9).  Bus: 130, 100",ACCESSIBLE,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=57b63d0b5e71c010VgnVCM1000000b205a0aRCRD,CALLE_VILLARDONDIEGO,36,VICALVARO,40.40529229274289,-3.6086152959929514,917 753 140,ccelmadrono@madrid.es,CentrosCulturales
1940,Centro Cultural el Torito (Moratalaz),,"De lunes a viernes de 9 a 13:30 y de 17 a 18:30 horas. Julio, de lunes a viernes de 9 a 13:30 horas. Agosto cerrado.  Fuera de este horario el centro permanecerá abierto durante la celebración de las actividades que se programen.",Metro: Artilleros (línea 9)  Bus: 32,ACCESSIBLE,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=f3073d0b5e71c010VgnVCM1000000b205a0aRCRD,AVENIDA_MORATALAZ,130,MORATALAZ,40.40609591857167,-3.646536107063507,913 287 385,cceltorito@madrid.es,CentrosCulturales
1951,Centro Cultural la Elipa (Ciudad Lineal),,"De lunes a sábado, de 9 a 22 horas. Julio, de lunes a viernes, de 9 a 15 horas. Septiembre, de lunes a viernes, de 9 a 22 horas. Fuera de este horario el centro permanecerá abierto durante la celebración de las actividades que se programen.","Metro: La Elipa (línea 2).  Bus: 110, 113, 210, 15, 28",ACCESSIBLE,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=6c191e79ee71c010VgnVCM1000000b205a0aRCRD,CALLE_SANTA FELICIDAD,39,CIUDAD_LINEAL,40.42447060804354,-3.6504253324201104,914 055 312,ccelipa@madrid.es,CentrosCulturales
112637,Centro Integrado Santiago Apóstol (Hortaleza),,"De lunes a viernes, de 9 a 14 horas y de 16 a 21 horas. Agosto cerrado  Fuera de este horario el centro permanecerá abierto durante la celebración de las actividades que se programen.","Metro: Manoteras (línea 4).  Bus: 7, 29, 129.",ACCESSIBLE,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=38f415a11a81c010VgnVCM1000000b205a0aRCRD,CALLE_CARRION DE LOS CONDES,73,HORTALEZA,40.4760846979538,-3.6581195337045274,913 835 941,,CentrosCulturales
4703662,Centro Juvenil Carabanchel Alto,"Mira la programación mensual de cada uno de los centros juveniles, encontrarás talleres, teatro, actividades, cesiones de espacios para tu música o tus ensayos, exposiciones; además Wifi gratuito, oficinas de información juvenil y un montón de cosas interesantes. Información sobre las actividades y cesión de espacios: Correo:  actividadescarabanchel@gmail.com   Teléfono de contacto: 914006417 Teléfono: 915118980 Consulta la programación aquí  Para inscribirte en la actividad que más te guste cumplimenta y envía este formulario.","Horario de apertura del centro: de lunes a viernes de 10 a 14:30 horas y de 15:30 a 21 horas. Los sábados de 11 a 21 horas.  Horario de atención al público: lunes y sábado de 13 a 14:30 horas y de 15:30 a 21 horas. Los martes, miércoles, jueves y viernes de 10 a 14 horas y de 15:30 a 21 horas.   Cierres para 2023: 1 y 6 de enero, 20 de marzo, 6, 7 y 8 de abril, 1, 2 y 15 de mayo, TODO EL MES DE AGOSTO, 12 de octubre, 1 y 9 de noviembre, 6, 8, 24, 25 y 31 de diciembre.  El centro permanecerá cerrado todos los domingos.",Metro: La Peseta (línea 11) Bus: 35 y 47,ACCESSIBLE,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=2565d2d6fe9a6110VgnVCM1000000b205a0aRCRD,CALLE_ALFONSO FERNANDEZ,23,CARABANCHEL,40.366822704148795,-3.755451103709316,915 118 980 Móvil/WhatsApp: 636 04 55 86,cj5carabanchel@madrid.es,OficinasInformacionJuvenil
146682,Centro Juvenil El Aleph (Villa de Vallecas),"Mira la programación mensual de cada uno de los centros juveniles, encontrarás talleres, teatro, actividades, cesiones de espacios para tu música o tus ensayos, exposiciones; además Wifi gratuito, oficinas de información juvenil y un montón de cosas interesantes.  Información sobre las actividades y cesión de espacios:   Correo:  actividadeselaleph@gmail.com    Teléfono: 913 312 725 Consulta la programación aquí  Para inscribirte en la actividad que más te guste cumplimenta y envía este formulario.",Horario de apertura del centro: de lunes a domingo de 8:30 a 21 horas. Agosto cerrado.  Horario de atención al público ( cuando están los monitores) Lunes y sábado :13:00 a 15:00 / 16:00 a 21: 00h martes a viernes :10:00  a 15:00 / 16:00 a 21:00h domingos: 12:00 a 15:00 /16:00 a 20:00h,"Bus: 58 , 63 , 145 Renfe: Santa Eugenia",ACCESSIBLE,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=84869475d381c010VgnVCM1000000b205a0aRCRD,CALLE_ZAZUAR,1,VILLA_DE_VALLECAS,40.38257934400676,-3.6054546139177392,913 013 457 Móvil/WhatsApp: 683 51 65 65,cj7aleph@madrid.es,OficinasInformacionJuvenil
190703,Centro Juvenil El Pardo,"Mira la programación mensual de cada uno de los centros juveniles, encontrarás talleres, teatro, actividades, cesiones de espacios para tu música o tus ensayos, exposiciones; además Wifi gratuito, oficinas de información juvenil y un montón de cosas interesantes.  Información sobre las actividades y cesión de espacios   Correo:  actividadeselpardo@gmail.com    Teléfono: 913 760 652 Consulta la programación aquí  Para inscribirte en la actividad que más te guste cumplimenta y envía este formulario.",Apertura del centro los martes a sábado de 13 a 21 horas.,Autobús: desde el intercambiador de Moncloa el 601 (isla 3-dársena 30) y el 602 que sale del hospital Universitario la Paz.,ACCESSIBLE,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=617ef50ad2a30110VgnVCM1000000b205a0aRCRD,AVENIDA_PADRE CIPRIANO,11,FUENCARRAL-EL_PARDO,40.51964199418355,-3.778542672958104,913 760 652 Móvil/WhatsApp: 653 39 89 57,cj3elpardo@madrid.es,OficinasInformacionJuvenil
182139,Centro Juvenil El Sitio de mi Recreo (Villa de Vallecas),"Mira la programación mensual de cada uno de los centros juveniles, encontrarás talleres, teatro, actividades, cesiones de espacios para tu música o tus ensayos, exposiciones; además Wifi gratuito, oficinas de información juvenil y un montón de cosas interesantes.  Información sobre las actividades y cesión de espacios:   Correo:  actividadeselrecreo@gmail.com    Teléfono: 913320198  Teléfono: 913 05 24 48  Horario de reserva cesiones de espacio y salas de ensayo: Lunes a jueves de 10:00 a 15:00 y de 16:00 a 19:00 h. Viernes de 9:00 a 15:30 h. Consulta la programación aquí  Para inscribirte en la actividad que más te guste cumplimenta y envía este formulario.",Horario de atención al público : De lunes a sábado de 10 a 15 horas y de 16 a 21 horas. Domingos de 12 a 15 horas y de 16 a 20 horas.  Horario de apertura y cierre: Lunes a domingo de 08.30- 21.30 h,"Metro: Villa de Vallecas (línea 1)   Bus: 54, 58, 103, 142, 143, N9  Renfe: Vallecas",ACCESSIBLE,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=9bd738d60b41c010VgnVCM2000000c205a0aRCRD,CALLE_REAL DE ARGANDA,39,VILLA_DE_VALLECAS,40.37953682427198,-3.616901585603186,913 052 448 Móvil/WhatsApp: 606 00 04 09,cj6srecreo@madrid.es,OficinasInformacionJuvenil
5396226,Centro Juvenil Hontalbilla (Fuencarral - El Pardo),"Mira la programación mensual de cada uno de los centros juveniles, encontrarás talleres, teatro, actividades, cesiones de espacios para tu música o tus ensayos, exposiciones; además Wifi gratuito, oficinas de información juvenil y un montón de cosas interesantes.  Información sobre las actividades y cesión de espacios   Correo:  actividadeshontalbilla@gmail.com    Teléfono: 917 342 878 y 917 364 378 Consulta la programación aquí  Para inscribirte en la actividad que más te guste cumplimenta y envía este formulario.","Horario de apertura del centro:    Mañanas: de lunes a sábados, de: 9 a 15 horas Tardes:de lunes a sábados, de 16 a  21 horas  Agosto centro juvenil cerrado.","Metro: Fuencarral (línea 10) Bus: 66, 124 y 137, 154, N24 Renfe: Madrid-Ramón y Cajal",NOT_ACCESSIBLE,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=afc93331c9ee2210VgnVCM2000000c205a0aRCRD,CALLE_HONTALBILLA,10,FUENCARRAL-EL_PARDO,40.49231828430878,-3.6906342081203283,917 364 378 Móvil/WhatsApp: 606 00 38 52,cj4hontalbilla@madrid.es,OficinasInformacionJuvenil
11925994,Centro Juvenil Pipo Velasco (Usera),"Mira la programación mensual de cada uno de los centros juveniles, encontrarás talleres, teatro, actividades, cesiones de espacios para tu música o tus ensayos, exposiciones; además Wifi gratuito, oficinas de información juvenil y un montón de cosas interesantes.  Información sobre las actividades y cesión de espacios:   Correo: actividadespipo@gmail.com   Teléfono: 609619978 Consulta la programación aquí  Para inscribirte en la actividad que más te guste cumplimenta y envía este formulario .",Horario de apertura: de 9 a 22h.  Horario de atención al público: Todos los días.,"Metro: Plaza Elíptica   Bus:  6, 60, 78, 81",ACCESSIBLE,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=a0d2795e39a36810VgnVCM2000001f4a900aRCRD,CALLE_AVENA,5,USERA,40.37738097077752,-3.715659887802671,609619978,actividadespipo@gmail.com,OficinasInformacionJuvenil
4923522,Centro Juvenil Tetuán Punto Joven,"Mira la programación mensual de cada uno de los centros juveniles, encontrarás talleres, teatro, actividades, cesiones de espacios para tu música o tus ensayos, exposiciones; además Wifi gratuito, oficinas de información juvenil y un montón de cosas interesantes.  Información sobre las actividades y cesión de espacios   Correo:  tetuanpuntojoven@gmail.com    Teléfono: 915 347 744 Consulta la programación aquí  Para inscribirte en la actividad que más te guste cumplimenta y envía este formulario.","Los lunes de 13 a 21 horas. De martes a viernes de 10 a 21 horas, los sábados de 12 a 21 horas. Domingos y festivos: cerrado. Agosto: cerrado.","Metro: Cuatro Caminos (líneas 1, 2 y 6) y Nuevos Ministerios (líneas 6, 8 y 10) Bus: 5, 45, 66, 127, 128, 14 , C1, C2 Cercanías: Nuevos Ministerios",NOT_ACCESSIBLE,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=2f9e41aee5a2a110VgnVCM1000000b205a0aRCRD,CALLE_DULCINEA,4,TETUAN,40.447199849232135,-3.6998771920981004,915 347 744 Móvil/WhatsApp: 606 00 37 79,cj1tetuan@madrid.es,OficinasInformacionJuvenil
4535757,Centro Sefarad - Israel,"Consorcio institucional creado el 18 de diciembre de 2006, mediante a un acuerdo entre el Ministerio de Asuntos Exteriores, Unión Europea y de Cooperación, la Comunidad de Madrid y el Ayuntamiento de Madrid.",,"Metro: Sol (líneas 1, 2, 3), Ópera (líneas 2, 5 y R).  Bus: 31, 50, 65, 148, 3.  Bicimad: Estaciones 9 (plaza San Miguel, 9), 36 (plaza de Ramales), 35 (plaza del Cordón, 1).  Cercanías Renfe: Sol (líneas C3, C3a, C4 y Regional).",NO_INFORMATION,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=9d50215a57131110VgnVCM2000000c205a0aRCRD,CALLE_MAYOR,69,CENTRO,40.41532290628835,-3.711227065575005,913 911 002,centro@sefarad-israel.es,Consorcios
6396299,Centro Social Comunitario Josefa Amar,"El Centro Social Comunitario JOSEFA AMAR del distrito de Tetuán es un espacio abierto, flexible y pegado a la realidad cotidiana del Distrito. En el Centro se pueden realizar todo tipo de actividades para vecinas, vecinos y entidades sociales que mejoren la calidad de vida y la conviencia en Tetuán. Desde el centro acompañamos a asociaciones, grupos y entidades y potenciamos el Trabajo Comunitario y en Red para facilitar todo tipo de sinergias. Desde el equipo de Coordinación del Centro trabajamos de forma participativa con vecinas, vecinos y entidades para que todas las acciones repercutan de manera positiva en el Distrito, sean gratuitas y cumplan el objetivo social del Centro y del Departamento de Servicios Sociales de Tetuán.",De lunes a viernes de 9:30 a 20:30 horas. Sábados de 10 a 20 horas. Domingos de 10 a 14 y de 16 a 20 horas.,Metro: Ventilla (línea 9).  Bus: 177.,NOT_ACCESSIBLE,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=edda0bb16aba6310VgnVCM1000000b205a0aRCRD,CALLE_MATILDE LANDA,30,TETUAN,40.4731994125293,-3.6940812660649414,917 330 258,socitetuan@madrid.es,CentrosSocialesComunitarios
