PK,NOMBRE,same_as_wikidata_museum,DESCRIPCION-ENTIDAD,HORARIO,METRO,same_as_wikidata_metro,BUS,RENFE,ACCESIBILIDAD,CONTENT-URL,DIRECCION,same_as_wikidata_direccion,NUM,DISTRITO,same_as_wikidata_distrito,LATITUD,LONGITUD,TELEFONO,EMAIL,TIPO
2056,National Museum of Natural History,https://www.wikidata.org/entity/Q1966699,,"De martes a viernes de 10 a 17 horas. Sabados, domingos y festivos de 10 a 20 horas. Agosto,de 10 a 15 horas. Cerrado los lunes (excepto los festivos). Cerrado el 1 y 6 de enero, el 1 de mayo y el 25 de diciembre. Los dias 24 y 31 de diciembre el museo permanecera abierto de 10 a 15 horas.",Gregorio Maranon,https://www.wikidata.org/entity/Q2056442,"12, 45, 14, 147, 150, 27, 40, 7   ",Sin Renfe,"ACCESSIBLE,MAGNETIC LOOP",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=8edbef4d7f71c010VgnVCM1000000b205a0aRCRD,CALLE JOSE GUTIERREZ ABASCAL,,2,Chamartin,https://wikidata.org/entity/Q1766348,40.44042600324054,-3.690212174964136,Sin telefono,Sin email,MonumentosEdificiosArtisticos
2076,Naval Museum of Madrid,https://www.wikidata.org/entity/Q1815235,,"De martes a domingo de 10 a 19 horas. Durante el mes de agosto, horario reducido de 10 a 15 horas. Cerrados lunes, 1 y 6 de enero, 1 de mayo, 24, 25 y 31 de diciembre.",Banco de Espana,https://www.wikidata.org/entity/Q2481227,"002, M1, SE712, 26, 32, 6   ",Sin Renfe,ACCESSIBLE,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=a30cef4d7f71c010VgnVCM1000000b205a0aRCRD,Paseo del Prado,https://www.wikidata.org/entity/Q2079615,3,Retiro,https://wikidata.org/entity/Q2002296,40.417817776538435,-3.6927096854547727,915 238 516,museonavalmadrid@fn.mde.es,Museos
2085,Postal and Telegraph museum,https://www.wikidata.org/entity/Q64071045,"El  Museo Postal y Telegrafico ofrece al visitante un recorrido tematico y cronologico a traves  de la historia de las comunicaciones, desde la mas tradicional, la carta, hasta las comunicaciones por satelite. En este museo se conservan y exhiben los fondos postales y de telecomunicacion desde los primeros hitos conocidos hasta nuestros dias. ",Consultar,Sin metro,,Sin buses,Sin Renfe,ACCESSIBLE,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=c82cef4d7f71c010VgnVCM1000000b205a0aRCRD,CALLE TAPIA DE CASARIEGO,,6,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,40.46772394620028,-3.7690769512163045,917 401 440 / 917 400 668,info@museopostalytelegrafico.com,Museos
4997114,Sorolla Museum,https://www.wikidata.org/entity/Q1592523,,"De martes a sabado: de 9:30 a 20 horas. Domingos y festivos: de 10 a 15 horas. Cerrado: todos los lunes del ano, 1 y 6 de enero, 1 de mayo, 9 noviembre, 24, 25 y 31 de diciembre .",Ruben Dario,https://www.wikidata.org/entity/Q2056886,"16, 5, 61, 147, 40, 7.   ",Sin Renfe,PARTIALLY ACCESSIBLE,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=6dd05e93aad9c110VgnVCM1000000b205a0aRCRD,paseo del General Martinez Campos,https://www.wikidata.org/entity/Q26792155,37,Chamberi,https://wikidata.org/entity/Q1763370,40.43525811195212,-3.69257053914393,913 101 584,museo.sorolla@cultura.gob.es,Museos
2077,Museo Taurino de Madrid,https://www.wikidata.org/entity/Q27500479,,"Todos los dias del ano de 10 a 15 horas, excepto el 25 de diciembre y el 1 de enero. Los dias que se celebren festejos de cualquier tipo en el recinto, las visitas terminaran 2 horas antes del comienzo del espectaculo.??",Ventas,https://www.wikidata.org/entity/Q2014690,"106, 110, 146, 21, 210, 38, 53.   ",Sin Renfe,NO INFORMATION,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=958cef4d7f71c010VgnVCM1000000b205a0aRCRD,Alcala Street,https://www.wikidata.org/entity/Q2424746,237,Salamanca,https://wikidata.org/entity/Q1773521,40.431581087036655,-3.6628632167710227,912 761 287,museotaurinolasventas@madrid.org,Museos
2101,Typhlological Museum,https://www.wikidata.org/entity/Q109568487,Edificio con una superficie de 1.500 m2 dividido en tres zonas con maquetas de monumentos nacionales e internacionales realizadas por invidentes e instrumentos utilizados por los invidentes desde hace 200 anos. Es un espacio concebido para que sus visitantes puedan ver y tocar las piezas expuestas. ,"Martes a viernes, de 10 a 15 horas y de 16 a 19 horas. Sabados de 10 a 14 horas. Cerrado: lunes, domingos y festivos. Consultar cierres especiales en https://museo.once.es/",Estrecho,https://www.wikidata.org/entity/Q2055525,"3, 43, 124, 124, 126, 128",Sin Renfe,"ACCESSIBLE,TACTILE PAVING",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=baacef4d7f71c010VgnVCM1000000b205a0aRCRD,CALLE LA CORU&amp;Ntilde;A,,18,Tetuan,https://wikidata.org/entity/Q1773540,40.45525267846033,-3.700169379369277,915 894 219,museo@once.es,Museos
2068,Museo de Aeronautica y Astronautica,https://www.wikidata.org/entity/Q11057120,"El museo tiene por finalidad la adquisicion, conservacion y exposicion de los bienes que constituyen el Patrimonio Historico de la Aeronautica Espanola. Dispone de una exposicion exterior y siete hangares que albergan aeronaves, uniformes, condecoraciones, motores, maquetas y otros fondos relacionados con la aviacion. Terminada la Guerra Civil y una vez creado el Ejercito del Aire, se concibe la idea de crear un museo que reflejara la evolucion e historia de nuestra aeronautica. Desde 1975 el Museo esta en Cuatro Vientos y se han sucedido varias ampliaciones que le convierten en un referente europeo de la aeronautica. ","De martes a domingo de 10 a 14 horas. Cerrado: 1 y 6 de enero, jueves y viernes Santos, 10 de diciembre (patrona de la aviacion), 24, 25 y 31 de diciembre y dias establecidos en el calendario anual.",Sin metro,,Sin buses,Sin Renfe,NO INFORMATION,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=90aaef4d7f71c010VgnVCM1000000b205a0aRCRD,AUTOVIA A-5,,10.700,Latina,https://wikidata.org/entity/Q794954,40.37362,-3.80843,915 095 644 / 915 095 676 / 915 091 690 (fines de semana),museodelaire@ea.mde.es,Museos
2091,Museum of the Americas,https://www.wikidata.org/entity/Q2568412,,"De martes a sabado, de 9:30 a 15 horas. Jueves, apertura continuada de 9:30 a 19 horas. Domingos y festivos de 10 a 15 horas.   Cerrado todos los lunes del ano, 1 de enero, 1 de mayo, 24, 25 y 31 de diciembre, 6 de enero y un festivo local.",Moncloa,https://www.wikidata.org/entity/Q2449141,"160, 161, A, 132, 133, 162, 46, 82, 83, G, U.   ",Sin Renfe,"ACCESSIBLE,MAGNETIC LOOP",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=c929ef4d7f71c010VgnVCM1000000b205a0aRCRD,avenida de los Reyes Catolicos,https://www.wikidata.org/entity/Q26791531,6,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,40.43793725485899,-3.7218544182655786,915 492 641 / 915 439 437,museo.america@cultura.gob.es,Museos
83922,Museo de Arte Contemporaneo,https://www.wikidata.org/entity/Q6940528,"Al igual que otros museos de arte contemporaneo, nacionales o extranjeros, se ha utilizado un edificio historico para albergar las colecciones: el Cuartel del Conde Duque. El Museo de Arte Contemporaneo recupera para los madrilenos el despacho del escritor vanguardista Ramon Gomez de la Serna, como parte de su coleccion permanente. ","De martes a viernes: de 10 a 14 horas y de 15 a 21 horas. Sabados: de 10 a 14 horas y de 17:30 a 21 horas. Domingos y festivos: de 10:30 a 14:30 horas.   Horario de verano: del 15 de junio al 15 de septiembre, ambos inclusive.  De martes a viernes: de 10 a 14 horas y de 15 a 20 horas. Sabados: de 10 a 14 horas y de 17:30 a 20 horas. Domingos y festivos: de 10:30 a 13:30 horas.   Cerrado: todos lunes y los dias 1 y 6 de enero, 1 de mayo y 24, 25 y 31 de diciembre. Las salas se desalojan 15 minutos antes del cierre.",Ventura Rodriguez,https://www.wikidata.org/entity/Q2378663,"1, 2, 21, 44, 74, 133, C, M2   ",Sin Renfe,"ACCESSIBLE,MAGNETIC LOOP",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=84a55c2cdc41c010VgnVCM2000000c205a0aRCRD,calle del Conde Duque,https://www.wikidata.org/entity/Q27031730,9,Centro,https://wikidata.org/entity/Q1763376,40.42737760210632,-3.7106116887809817,Telefono de sala: 914 801 766,mmacmdifusion@madrid.es,Museos
2092,Museo de Astronomia y Geodesia,,"El museo de Astronomia y Geodesia de la Universidad Complutense de Madrid agrupa una importante coleccion de instrumentos de Astronomia, Geodesia y Topografia, reunidos con el afan didactico de dar a conocer la evolucion de los metodos utilizados en estas disciplinas durante los ultimos 150 anos. ",Visita con cita previa.,Ciudad Universitaria,https://www.wikidata.org/entity/Q2482378,"132, F, 82, G, U.   ",Sin Renfe,NO INFORMATION,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=ee49ef4d7f71c010VgnVCM1000000b205a0aRCRD,PLAZA CIENCIAS,,3,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,40.44945850908754,-3.7259383636708434,91 394 4588,fuensant@ucm.es,Museos
5727435,Museo de Bomberos de Madrid,https://www.wikidata.org/entity/Q113329713,,"Lunes, miercoles y viernes: 10:00 y 12:00 horas (martes, jueves y fin de semana, cerrado)",Buenos Aires,https://www.wikidata.org/entity/Q2479851,141 y 143,Sin Renfe,ACCESSIBLE,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=9f0966a8bba49210VgnVCM2000000c205a0aRCRD,CALLE BOADA,,4,Puente de Vallecas,https://wikidata.org/entity/Q2003054,40.39453171263195,-3.6539313207612207,Actualmente no disponible.,museobomberosmadrid@madrid.es,Museos
2090,Museo de Calcografia Nacional,,"La institucion posee la mas importante coleccion de laminas de grabado calcografico de Espana. El numero de matrices metalicas supera las ocho mil obras, abarcando un amplio periodo cronologico, desde el siglo XVI al XXI. ",Consultar en la web.,Sol,https://www.wikidata.org/entity/Q1766008,"M1, 002, 52, 46, 002, 51, 150, 5, 15, 20.  ","Sol (lineas C3, C4 y Regional).   ",NO INFORMATION,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=7169ef4d7f71c010VgnVCM1000000b205a0aRCRD,Alcala Street,https://www.wikidata.org/entity/Q2424746,13,Centro,https://wikidata.org/entity/Q1763376,40.4176555144213,-3.7006500629589394,915 240 864,Sin email,Museos
2084,Wax Museum of Madrid,https://www.wikidata.org/entity/Q15121263,,"Lunes a domingo, de 11 a 19 horas.",Colon,https://www.wikidata.org/entity/Q2481248,"14, 150, 27, 45, 5, 53, 21, 37, C03  ","Recoletos (lineas C1, C2, C7, C10)   ",PARTIALLY ACCESSIBLE,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=9689ef4d7f71c010VgnVCM1000000b205a0aRCRD,Paseo de Recoletos,https://www.wikidata.org/entity/Q2550870,41,Centro,https://wikidata.org/entity/Q1763376,40.42448764583997,-3.6913807191328303,913 199 330,info@museoceramadrid.com,Museos
2071,Museo de Escultura al Aire Libre de La Castellana,https://www.wikidata.org/entity/Q2283575,"El Museo de Escultura al Aire Libre de La Castellana, esta situado bajo el paso elevado que une las calles de Juan Bravo y Eduardo Dato, contiene una excelente coleccion de escultura abstracta espanola. ",Entrada libre. Espacio urbano abierto Abierto 24 horas al dia los 365 dias del ano.,Ruben Dario,https://www.wikidata.org/entity/Q2056886,"5, 14, 27, 45, 150  BICIMAD: Estacion 142 (Paseo de la Castellana n&amp;ordm;42)",Sin Renfe,ACCESSIBLE,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=eca9ef4d7f71c010VgnVCM1000000b205a0aRCRD,Paseo de la Castellana,https://www.wikidata.org/entity/Q1473674,40,Salamanca,https://wikidata.org/entity/Q1773521,40.433219398671156,-3.6876122680805956,915 885 921,mmacmdifusion@madrid.es,MonumentosEdificiosArtisticos
2054,Museo de Historia de Madrid,https://www.wikidata.org/entity/Q876383,Fue creado como museo municipal en 1929 y rebautizado como Museo de Historia de Madrid en 2007. En el ano 2014 se hace una profunda remodelacion y reabre sus puertas con un montaje moderno y una puesta al dia de sus colecciones. Accesibilidad fisica:   Rampa de acceso a la entrada. Ascensores. Aseos adaptados. Silla de ruedas.,"De martes a domingos de 10 a 20 horas.  Verano: de martes a domingos de 10 a 19 horas.  Cerrado: lunes y los dias 1 y 6 de enero, 1 de mayo,  24, 25 y 31 de diciembre.   El desalojo de las salas se hara diez minutos antes del cierre.",Tribunal,https://www.wikidata.org/entity/Q2479844,"3, 21, 37, 40, 147 y 149. BICIMAD: Estacion 54 (Calle Barcelo 7) Aparcamiento publico: Barcelo.",Sin Renfe,"ACCESSIBLE,MAGNETIC LOOP",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=8f3079262ef5d010VgnVCM1000000b205a0aRCRD,calle de Fuencarral,https://www.wikidata.org/entity/Q5740840,78,Centro,https://wikidata.org/entity/Q1763376,40.42577054821346,-3.700845660719608,917 011 863,smuseosm@madrid.es,MonumentosEdificiosArtisticos
4545827,Museo de Historia de la Comunidad Judia de Madrid,,,,Iglesia,https://www.wikidata.org/entity/Q1113361,"16, 61, 3, 37, 149, 5   ",Sin Renfe,ACCESSIBLE,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=8f2a4a659ee71110VgnVCM1000000b205a0aRCRD,Calle de Balmes,,3,Chamberi,https://wikidata.org/entity/Q1763370,40.43543567370733,-3.7000203622984,915 913 131,info@cjmadrid.org,Museos
2095,Museo de Mineralogia,,,"Lunes a viernes, de 10:30 a 14:30 horas (concertar previamente).",Sin metro,,Sin buses,"Cantoblanco (lineas C4, C4a y Cb).",ACCESSIBLE,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=255aef4d7f71c010VgnVCM1000000b205a0aRCRD,CALLE FRANCISCO TOMAS Y VALIENTE,,7,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,40.54537941407227,-3.6951833197962536,914 974 819 / 914 972 564 / 914 974 800,museo.mineralogia@uam.es,Museos
2112,Museo de San Isidro,https://www.wikidata.org/entity/Q5556798,"Este espacio museografico propone un viaje por la historia de la ciudad de Madrid desde la Prehistoria hasta el establecimiento de la Corte, a traves de distintas salas como la de San Isidro, el Patio renacentista, el Jardin arqueobotanico o el Almacen visitable. ","De martes a domingo y festivos de 10 a 20 horas.  ultimo pase de visita 15 minutos antes del cierre.    Verano, del 15 de junio al 15 de septiembre: de martes a domingo de 10 a 19 horas.  Cerrado todos los lunes, el 1 y 6 de enero, el 1 de mayo y los dias 24, 25 y 31 de diciembre.",La Latina,https://www.wikidata.org/entity/Q1115250,"3 , 17 , 18 , 23 , 35 , 60 , 65 , 148 BICIMAD: Estacion 38 (Carrera de San Francisco 1)",Sin Renfe,"PARTIALLY ACCESSIBLE,MAGNETIC LOOP",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=7b7aef4d7f71c010VgnVCM1000000b205a0aRCRD,plaza de San Andres,https://www.wikidata.org/entity/Q27213851,2,Centro,https://wikidata.org/entity/Q1763376,40.41207900253883,-3.7108161027466378,913 667 415,museosanisidro@madrid.es,Museos
85301,Museo de Sanidad e Higiene Publica,,"El Museo de Sanidad e Higiene Publica se comenzo a desarrollar en el ano 1995 y es un centro unico en su especialidad en Espana. Esta ubicado en el Pabellon 14 del campus de Chamartin en el Instituto de Salud Carlos III, que albergaba los laboratorios del Hospital Nacional de Enfermedades Infecciosas, conocido como Hospital del Rey. El objetivo es gestionar para su difusion y conservacion las colecciones de objetos, libros y documentos que reflejan los aspectos mas significativos de la historia y evolucion de la salud publica en nuestro pais. De ese modo se busca la promocion de la investigacion en este campo facilitando a los investigadores, profesores y tecnicos que lo necesiten, apoyo tecnico especializado. ","Visitas guiadas de grupo con cita previa: de lunes a viernes laborables, a las 10 horas.",Estacion de Chamartin,https://www.wikidata.org/entity/Q19950924,"124, 134, 135, 67, 147.  ","Chamartin (lineas C1, C2, C3, C3a, C4, C4a, C4b, C7, C8 y C10).",NO INFORMATION,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=3e755c2cdc41c010VgnVCM2000000c205a0aRCRD,"Avenida de Monforte de Lemos, Madrid",https://www.wikidata.org/entity/Q52683954,5,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,40.47546597881768,-3.6900603941123107,918 222 414,museodesanidad@isciii.es,Museos
4566286,Museo de la Catedral de la Almudena,https://www.wikidata.org/entity/Q107611898,"Para solicitar reserva de visita guiada, escriba a reservasmuseo@catedraldelaalmudena.es.","De lunes a sabado de 10 a 14:30 horas.   Cerrado los domingos, fiestas de precepto y dias de actos de culto especiales en la Catedral. Consultar  Agenda .",Opera,https://www.wikidata.org/entity/Q2736048,"148, 3.   ",Sin Renfe,ACCESSIBLE,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=82cb8d0e78d22110VgnVCM1000000b205a0aRCRD,Calle de Bailen,https://www.wikidata.org/entity/Q5740811,10,Centro,https://wikidata.org/entity/Q1763376,40.4155496711662,-3.7136674233151394,915 592 874,reservasmuseo@catedraldelaalmudena.es,Museos
2073,Museo de la Farmacia Hispana,https://www.wikidata.org/entity/Q105942790,,"El Museo de la Farmacia Hispana solo puede visitarse realizando una reserva con antelacion.La visita es gratuita, guiada y tiene una duracion aproximada de 1 hora y media. Se realizan durante el curso lectivo, de lunes a viernes y en horario de manana.",Ciudad Universitaria,https://www.wikidata.org/entity/Q2482378,"132, 82, G, U, I   ",Sin Renfe,PARTIALLY ACCESSIBLE,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=58f9ef4d7f71c010VgnVCM1000000b205a0aRCRD,PLAZA RAMON Y CAJAL,,0,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,40.4445328804645,-3.7262160043788155,913 941 797,museofar@ucm.es,Museos
2107,Museo de la Guardia Civil,https://www.wikidata.org/entity/Q110560070,,Horario: de lunes a viernes de 9 a 13:30 horas con cita previa.,Guzman el Bueno,https://www.wikidata.org/entity/Q2482402,"2, 45, 44.   ",Sin Renfe,NO INFORMATION,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=003aef4d7f71c010VgnVCM1000000b205a0aRCRD,"Calle de Guzman el Bueno, Madrid",https://www.wikidata.org/entity/Q27031398,110,Chamberi,https://wikidata.org/entity/Q1763370,40.44438523242585,-3.712300118990835,"915 146 000, extensiones 48495 (Oficina Museo), 48477 (Salas Museo)",dg-estuhistoricos-registro@guardiacivil.org,Museos
2114,Real Academia de Bellas Artes de San Fernando,https://www.wikidata.org/entity/Q1322403,"Construido inicialmente para palacio de Don Juan de Goyeneche, el edificio fue adquirido por la Academia de Bellas Artes en 1773 y reformado bajo la direccion de Fernando Chueca Goitia en 1973 y la fachada por Diego de Villanueva en 1774. ","Coleccion permanente: De martes a domingos, de 10 a 15 horas. Exposiciones temporales: consultar el apartado especifico de la exposicion temporal. Dias cerrados: 1 y 6 de enero; 1 y 30 de mayo; 9 de noviembre; 24, 25 y 31 de diciembre.",Sol,https://www.wikidata.org/entity/Q1766008,"M1, 002, 52, 46, 002, 51, 150, 5, 15, 20.  ","Sol (lineas C3, C4 y Regional).   ",ACCESSIBLE,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=924aef4d7f71c010VgnVCM1000000b205a0aRCRD,Alcala Street,https://www.wikidata.org/entity/Q2424746,13,Centro,https://wikidata.org/entity/Q1763376,40.4176555144213,-3.7006500629589394,915 240 864,Sin email,MonumentosEdificiosArtisticos
2066,Railway Museum of Madrid,https://www.wikidata.org/entity/Q6034436,"Edificio de caracter monumental. Proyectada por el ingeniero frances emile Cachelievre e inaugurada el 30 de marzo de 1880, la estacion de Delicias fue la primera gran estacion con caracter definitivo de Madrid. ","De octubre a mayo:   Lunes a viernes, de 9:30 a 15 horas. Sabados y festivos, de 10 a 19 horas. Domingo, de 10 a 15 horas.   De junio a septiembre:   Lunes a domingo, de 10 a 15 horas.   Cerrado: 25 de diciembre, 1 y 6 de enero.",Delicias,https://www.wikidata.org/entity/Q3306947,"19, 247, 45, 47, 59, 85, 86, 8, 55, 6  ","Delicias (lineas C1, C7, C10 y Regional)   ",ACCESSIBLE,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=091c4291ae91f010VgnVCM2000000c205a0aRCRD,"Paseo de las Delicias, Madrid",https://www.wikidata.org/entity/Q6065662,61,Arganzuela,https://wikidata.org/entity/Q2000929,40.40029003332906,-3.6938050319544646,915 390 085,taquillamuseo@ffe.es,MonumentosEdificiosArtisticos
2058,Museo del Prado,https://www.wikidata.org/entity/Q160112,,"De lunes a sabado, de 10 a 20 horas. Domingos y festivos, de 10 a 19 horas. Cerrado los dias 1 de enero, 1 de mayo y 25 de diciembre. Horario reducido, de 10 a 14 horas (6 de enero y 24 y 31 de diciembre).  Horario de gratuidad:  De lunes a sabado, de 18 a 20 horas. Domingos y festivos, de 17 a 19 horas.  Acceso al Museo hasta 30 minutos antes del cierre.",Estacion del Arte,https://www.wikidata.org/entity/Q2016175,"001, 10, 14, 27, 34, 37, 45, C03.  ","Atocha (lineas C1, C2, C3, C4, C5, C7 y C10).   ","ACCESSIBLE,SIGN LANGUAGE,MAGNETIC LOOP",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=060079262ef5d010VgnVCM1000000b205a0aRCRD,Paseo del Prado,https://www.wikidata.org/entity/Q2079615,,Centro,https://wikidata.org/entity/Q1763376,40.41398191337691,-3.692164652993688,910 683 001,cav@museodelprado.es,Museos
2086,Museo del Reloj Grassy,,Arquitecto: Eladio Laredo Carranza (1916 - 1917). ,Visitas guiadas:   Miercoles 12 horas. Jueves 17:30 horas.,Banco de Espana,https://www.wikidata.org/entity/Q2481227,"002, 15, 150, 20, 5, 53, 9, 51, 001, 1, 146, 2, 3, 46, 74, 52.   ",Sin Renfe,NO INFORMATION,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=daeaef4d7f71c010VgnVCM1000000b205a0aRCRD,Gran Via,https://www.wikidata.org/entity/Q1324163,1,Centro,https://wikidata.org/entity/Q1763376,40.41914770731552,-3.69806583195521,915 321 007,info@grassy.es,Museos
2059,Museum of Romanticism,https://www.wikidata.org/entity/Q6974501,"Descripcion monumental  Construido para casa palacio del Marques de Matallana por el arquitecto Manuel Rodriguez, dentro de unas lineas clasicistas, tiene algunas leves reminiscencias del barroco, como las molduras en forma de orejeras en los balcones. Las estancias nobles se organizan en torno a dos patios cuadrados. Conserva un interesante jardin romantico. A finales del siglo XVIII el inmueble paso a estar habitado por los Condes de la Puebla del Maestre y despues, desde junio de 1921, fue sede de la Comisaria Regia de Turismo, organismo creado por el II Marques de la Vega-Inclan. En 1924 se convirtio en Museo Romantico y desde entonces ha sido restaurado e intervenido en diversas ocasiones con motivo de su funcionamiento como museo.  Desde 2001 a 2009 el Museo fue reformado y puesto a punto, en aplicacion de un plan museologico consistente en su renovacion, ampliando su ambito tematico desde lo meramente literario hasta lo historico, politico, artistico y decorativo, para dar una vision de conjunto de esta etapa de la vida espanola. Muestra la ambientacion de una casa romantica. Posee obras de los pintores mas importantes del siglo XIX (Goya, Madrazo y otros) junto a esculturas, muebles, porcelanas, abanicos y todo tipo de complementos decorativos que nos recuerdan la forma de vida de una familia burguesa del siglo XIX.","Horario de invierno (de noviembre a abril): De martes a sabado: de 9:30 a 18:30. Domingos y festivos: de 10 a 15 horas.  Horario de verano (de mayo a octubre): De martes a sabado: de 9:30 a 20:30. Domingos y festivos: de 10 a 15 horas.  Cerrado: Todos los lunes, 1 y 6 enero, 1 mayo, 9 noviembre, 24, 25 y 31 diciembre.",Tribunal,https://www.wikidata.org/entity/Q2479844,"37, 149, 40, 3.  ","Recoletos (lineas C1, C2, C7, C10 y Regional).   ","ACCESSIBLE,MAGNETIC LOOP",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=706cef4d7f71c010VgnVCM1000000b205a0aRCRD,calle de San Mateo,https://www.wikidata.org/entity/Q24532121,13,Centro,https://wikidata.org/entity/Q1763376,40.42585510296794,-3.6987835425963063,914 481 045 / 914 480 163,informacion.romanticismo@cultura.gob.es,Museos
6337393,Museo del Seguro. Fundacion Mapfre,,,De lunes a viernes de 9 a 17 horas. Cerrado festivos y mes de agosto.  Visitas en grupo previa reserva en su pagina web.,Colon,https://www.wikidata.org/entity/Q2481248,"37, 14, 150, 27, 45, 5, 53, C03.  ","Recoletos (Lineas C1, C2, C7, C10 y Regional).   ",NO INFORMATION,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=479b95f8c72d5310VgnVCM2000000c205a0aRCRD,calle de Barbara de Braganca,https://www.wikidata.org/entity/Q29413520,14,Centro,https://wikidata.org/entity/Q1763376,40.423266511964854,-3.692277196470883,Sin telefono,Sin email,Museos
2115,Museo del Traje,https://www.wikidata.org/entity/Q9047135,"Edificio de caracter monumental, construido por Jaime Lopez de Asiain en 1969. ","Salas de exposiciones   Martes a sabado, de 9:30 a 19:00 horas. Domingos y festivos, de 10 a 15:00 horas.  La taquilla finaliza su actividad de venta de entradas 30 minutos antes de la hora del cierre de la exposicion.  Noches de verano - Verano en el Museo   Los jueves de julio y agosto, apertura extraordinaria: 19:30 - 22:30 horas.",Ciudad Universitaria,https://www.wikidata.org/entity/Q2482378,"160, 161, 46, U, 132, 82, G, 133, 162, 83.   ",Sin Renfe,"ACCESSIBLE,SIGN LANGUAGE,MAGNETIC LOOP",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=053c4291ae91f010VgnVCM2000000c205a0aRCRD,avenida de Juan de Herrera,https://www.wikidata.org/entity/Q118644577,2,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,40.439664788611644,-3.727822373257623,915 504 700,Sin email,Museos
