PK,NOMBRE,DESCRIPCION-ENTIDAD,HORARIO,METRO,BUS,RENFE,ACCESIBILIDAD,CONTENT-URL,DIRECCION,NUM,DISTRITO,LATITUD,LONGITUD,TELEFONO,EMAIL,TIPO
2077,Museo Taurino de la Comunidad de Madrid,,"Todos los días del año de 10 a 15 horas, excepto el 25 de diciembre y el 1 de enero. Los días que se celebren festejos de cualquier tipo en el recinto, las visitas terminarán 2 horas antes del comienzo del espectáculo.??",Ventas (líneas 2 y 5).   ," 106, 110, 146, 21, 210, 38, 53.   ",,NO_INFORMATION,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=958cef4d7f71c010VgnVCM1000000b205a0aRCRD,CALLE_ALCALA,237,SALAMANCA,40.431581087036655,-3.6628632167710227,912 761 287,museotaurinolasventas@madrid.org,Museos
2101,Museo Tiflológico,Edificio con una superficie de 1.500 m2 dividido en tres zonas con maquetas de monumentos nacionales e internacionales realizadas por invidentes e instrumentos utilizados por los invidentes desde hace 200 años. Es un espacio concebido para que sus visitantes puedan ver y tocar las piezas expuestas. ,"Martes a viernes, de 10 a 15 horas y de 16 a 19 horas. Sábados de 10 a 14 horas. Cerrado: lunes, domingos y festivos. Consultar cierres especiales en https://museo.once.es/",Estrecho (línea 1)   ," 3, 43, 124, 124, 126, 128",,"ACCESSIBLE,TACTILE_PAVING",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=baacef4d7f71c010VgnVCM1000000b205a0aRCRD,CALLE_LA CORU&amp;Ntilde;A,18,TETUAN,40.45525267846033,-3.700169379369277,915 894 219,museo@once.es,Museos
2068,Museo de Aeronáutica y Astronáutica,"El museo tiene por finalidad la adquisición, conservación y exposición de los bienes que constituyen el Patrimonio Histórico de la Aeronáutica Española. Dispone de una exposición exterior y siete hangares que albergan aeronaves, uniformes, condecoraciones, motores, maquetas y otros fondos relacionados con la aviación. Terminada la Guerra Civil y una vez creado el Ejército del Aire, se concibe la idea de crear un museo que reflejara la evolución e historia de nuestra aeronáutica. Desde 1975 el Museo está en Cuatro Vientos y se han sucedido varias ampliaciones que le convierten en un referente europeo de la aeronáutica. ","De martes a domingo de 10 a 14 horas. Cerrado: 1 y 6 de enero, jueves y viernes Santos, 10 de diciembre (patrona de la aviación), 24, 25 y 31 de diciembre y días establecidos en el calendario anual.",,,,NO_INFORMATION,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=90aaef4d7f71c010VgnVCM1000000b205a0aRCRD,AUTOVIA_A-5,10.700,LATINA,40.37362,-3.80843,915 095 644 / 915 095 676 / 915 091 690 (fines de semana),museodelaire@ea.mde.es,Museos
2091,Museo de América,,"De martes a sábado, de 9:30 a 15 horas. Jueves, apertura continuada de 9:30 a 19 horas. Domingos y festivos de 10 a 15 horas.   Cerrado todos los lunes del año, 1 de enero, 1 de mayo, 24, 25 y 31 de diciembre, 6 de enero y un festivo local.","Moncloa (líneas 3 y 6), Islas Filipinas (línea 7).   "," 160, 161, A, 132, 133, 162, 46, 82, 83, G, U.   ",,"ACCESSIBLE,MAGNETIC_LOOP",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=c929ef4d7f71c010VgnVCM1000000b205a0aRCRD,AVENIDA_REYES CATOLICOS,6,MONCLOA-ARAVACA,40.43793725485899,-3.7218544182655786,915 492 641 / 915 439 437,museo.america@cultura.gob.es,Museos
83922,Museo de Arte Contemporáneo de Madrid,"Al igual que otros museos de arte contemporáneo, nacionales o extranjeros, se ha utilizado un edificio histórico para albergar las colecciones: el Cuartel del Conde Duque. El Museo de Arte Contemporáneo recupera para los madrileños el despacho del escritor vanguardista Ramón Gómez de la Serna, como parte de su colección permanente. ","De martes a viernes: de 10 a 14 horas y de 15 a 21 horas. Sábados: de 10 a 14 horas y de 17:30 a 21 horas. Domingos y festivos: de 10:30 a 14:30 horas.   Horario de verano: del 15 de junio al 15 de septiembre, ambos inclusive.  De martes a viernes: de 10 a 14 horas y de 15 a 20 horas. Sábados: de 10 a 14 horas y de 17:30 a 20 horas. Domingos y festivos: de 10:30 a 13:30 horas.   Cerrado: todos lunes y los días 1 y 6 de enero, 1 de mayo y 24, 25 y 31 de diciembre. Las salas se desalojan 15 minutos antes del cierre.","Ventura Rodríguez, Plaza de España, San Bernardo, Noviciado.   "," 1, 2, 21, 44, 74, 133, C, M2   ",,"ACCESSIBLE,MAGNETIC_LOOP",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=84a55c2cdc41c010VgnVCM2000000c205a0aRCRD,CALLE_CONDE DUQUE,9,CENTRO,40.42737760210632,-3.7106116887809817,Teléfono de sala: 914 801 766,mmacmdifusion@madrid.es,Museos
2092,Museo de Astronomía y Geodesia,"El museo de Astronomía y Geodesia de la Universidad Complutense de Madrid agrupa una importante colección de instrumentos de Astronomía, Geodesia y Topografía, reunidos con el afán didáctico de dar a conocer la evolución de los métodos utilizados en estas disciplinas durante los últimos 150 años. ",Visita con cita previa.,Ciudad Universitaria (línea 6).   ," 132, F, 82, G, U.   ",,NO_INFORMATION,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=ee49ef4d7f71c010VgnVCM1000000b205a0aRCRD,PLAZA_CIENCIAS,3,MONCLOA-ARAVACA,40.44945850908754,-3.7259383636708434,91 394 4588,fuensant@ucm.es,Museos
5727435,Museo de Bomberos de Madrid,,"Lunes, miércoles y viernes: 10:00 y 12:00 horas (martes, jueves y fin de semana, cerrado)",L1- Buenos Aires (cerrado entre las estaciones de Sol y Valdecarros. SE de autobuses gratuitos con parada en Buenos Aires)  , 141 y 143,,ACCESSIBLE,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=9f0966a8bba49210VgnVCM2000000c205a0aRCRD,CALLE_BOADA,4,PUENTE_DE_VALLECAS,40.39453171263195,-3.6539313207612207,Actualmente no disponible.,museobomberosmadrid@madrid.es,Museos
2090,Museo de Calcografía Nacional,"La institución posee la más importante colección de láminas de grabado calcográfico de España. El número de matrices metálicas supera las ocho mil obras, abarcando un amplio periodo cronológico, desde el siglo XVI al XXI. ",Consultar en la web.,"Sol (líneas 1, 2, 3), Sevilla (línea 2), Gran Vía (líneas 1 y 5).   "," M1, 002, 52, 46, 002, 51, 150, 5, 15, 20.  "," Sol (líneas C3, C4 y Regional).   ",NO_INFORMATION,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=7169ef4d7f71c010VgnVCM1000000b205a0aRCRD,CALLE_ALCALA,13,CENTRO,40.4176555144213,-3.7006500629589394,915 240 864,,Museos
2084,Museo de Cera,,"Lunes a domingo, de 11 a 19 horas.",Colón (línea 4)   ," 14, 150, 27, 45, 5, 53, 21, 37, C03  "," Recoletos (líneas C1, C2, C7, C10)   ",PARTIALLY_ACCESSIBLE,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=9689ef4d7f71c010VgnVCM1000000b205a0aRCRD,PASEO_RECOLETOS,41,CENTRO,40.42448764583997,-3.6913807191328303,913 199 330,info@museoceramadrid.com,Museos
2071,Museo de Escultura al Aire Libre de la Castellana,"El Museo de Escultura al Aire Libre de La Castellana, está situado bajo el paso elevado que une las calles de Juan Bravo y Eduardo Dato, contiene una excelente colección de escultura abstracta española. ",Entrada libre. Espacio urbano abierto Abierto 24 horas al día los 365 días del año.,Transporte público más próximo   Rubén Darío (línea 5)   ," 5, 14, 27, 45, 150  BICIMAD: Estación 142 (Paseo de la Castellana n&amp;ordm;42)",,ACCESSIBLE,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=eca9ef4d7f71c010VgnVCM1000000b205a0aRCRD,PASEO_CASTELLANA,40,SALAMANCA,40.433219398671156,-3.6876122680805956,915 885 921,mmacmdifusion@madrid.es,MonumentosEdificiosArtisticos
2054,Museo de Historia de Madrid,Fue creado como museo municipal en 1929 y rebautizado como Museo de Historia de Madrid en 2007. En el año 2014 se hace una profunda remodelación y reabre sus puertas con un montaje moderno y una puesta al día de sus colecciones. Accesibilidad física:   Rampa de acceso a la entrada. Ascensores. Aseos adaptados. Silla de ruedas.,"De martes a domingos de 10 a 20 horas.  Verano: de martes a domingos de 10 a 19 horas.  Cerrado: lunes y los días 1 y 6 de enero, 1 de mayo,  24, 25 y 31 de diciembre.   El desalojo de las salas se hará diez minutos antes del cierre.","Tribunal, Bilbao y Alonso Martínez.  "," 3, 21, 37, 40, 147 y 149. BICIMAD: Estación 54 (Calle Barceló 7) Aparcamiento público: Barceló.",,"ACCESSIBLE,MAGNETIC_LOOP",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=8f3079262ef5d010VgnVCM1000000b205a0aRCRD,CALLE_FUENCARRAL,78,CENTRO,40.42577054821346,-3.700845660719608,917 011 863,smuseosm@madrid.es,MonumentosEdificiosArtisticos
4545827,Museo de Historia de la Comunidad Judía de Madrid,,,Iglesia (línea 1)   ," 16, 61, 3, 37, 149, 5   ",,ACCESSIBLE,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=8f2a4a659ee71110VgnVCM1000000b205a0aRCRD,CALLE_BALMES,3,CHAMBERI,40.43543567370733,-3.7000203622984,915 913 131,info@cjmadrid.org,Museos
2095,Museo de Mineralogía,,"Lunes a viernes, de 10:30 a 14:30 horas (concertar previamente).",,," Cantoblanco (líneas C4, C4a y Cb).",ACCESSIBLE,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=255aef4d7f71c010VgnVCM1000000b205a0aRCRD,CALLE_FRANCISCO TOMAS Y VALIENTE,7,FUENCARRAL-EL_PARDO,40.54537941407227,-3.6951833197962536,914 974 819 / 914 972 564 / 914 974 800,museo.mineralogia@uam.es,Museos
2112,Museo de San Isidro. Los Orígenes de Madrid,"Este espacio museográfico propone un viaje por la historia de la ciudad de Madrid desde la Prehistoria hasta el establecimiento de la Corte, a través de distintas salas como la de San Isidro, el Patio renacentista, el Jardín arqueobotánico o el Almacén visitable. ","De martes a domingo y festivos de 10 a 20 horas.  Último pase de visita 15 minutos antes del cierre.    Verano, del 15 de junio al 15 de septiembre: de martes a domingo de 10 a 19 horas.  Cerrado todos los lunes, el 1 y 6 de enero, el 1 de mayo y los días 24, 25 y 31 de diciembre.","Latina , Tirso de Molina  "," 3 , 17 , 18 , 23 , 35 , 60 , 65 , 148 BICIMAD: Estación 38 (Carrera de San Francisco 1)",,"PARTIALLY_ACCESSIBLE,MAGNETIC_LOOP",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=7b7aef4d7f71c010VgnVCM1000000b205a0aRCRD,PLAZA_SAN ANDRES,2,CENTRO,40.41207900253883,-3.7108161027466378,913 667 415,museosanisidro@madrid.es,Museos
85301,Museo de Sanidad e Higiene Pública,"El Museo de Sanidad e Higiene Pública se comenzó a desarrollar en el año 1995 y es un centro único en su especialidad en España. Está ubicado en el Pabellón 14 del campus de Chamartín en el Instituto de Salud Carlos III, que albergaba los laboratorios del Hospital Nacional de Enfermedades Infecciosas, conocido como Hospital del Rey. El objetivo es gestionar para su difusión y conservación las colecciones de objetos, libros y documentos que reflejan los aspectos más significativos de la historia y evolución de la salud pública en nuestro país. De ese modo se busca la promoción de la investigación en este campo facilitando a los investigadores, profesores y técnicos que lo necesiten, apoyo técnico especializado. ","Visitas guiadas de grupo con cita previa: de lunes a viernes laborables, a las 10 horas.","Chamartín (líneas 1, 10).   "," 124, 134, 135, 67, 147.  "," Chamartín (líneas C1, C2, C3, C3a, C4, C4a, C4b, C7, C8 y C10).",NO_INFORMATION,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=3e755c2cdc41c010VgnVCM2000000c205a0aRCRD,AVENIDA_MONFORTE DE LEMOS,5,FUENCARRAL-EL_PARDO,40.47546597881768,-3.6900603941123107,918 222 414,museodesanidad@isciii.es,Museos
4566286,Museo de la Catedral de la Almudena,"Para solicitar reserva de visita guiada, escriba a reservasmuseo@catedraldelaalmudena.es.","De lunes a sábado de 10 a 14:30 horas.   Cerrado los domingos, fiestas de precepto y días de actos de culto especiales en la Catedral. Consultar  Agenda .","Ópera (Líneas 2, 5 y Ramal Ópera Príncipe Pío).   "," 148, 3.   ",,ACCESSIBLE,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=82cb8d0e78d22110VgnVCM1000000b205a0aRCRD,CALLE_BAILEN,10,CENTRO,40.4155496711662,-3.7136674233151394,915 592 874,reservasmuseo@catedraldelaalmudena.es,Museos
2073,Museo de la Farmacia Hispana,,"El Museo de la Farmacia Hispana solo puede visitarse realizando una reserva con antelación.La visita es gratuita, guiada y tiene una duración aproximada de 1 hora y media. Se realizan durante el curso lectivo, de lunes a viernes y en horario de mañana.",Ciudad Universitaria (línea 6).   ," 132, 82, G, U, I   ",,PARTIALLY_ACCESSIBLE,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=58f9ef4d7f71c010VgnVCM1000000b205a0aRCRD,PLAZA_RAMON Y CAJAL,0,MONCLOA-ARAVACA,40.4445328804645,-3.7262160043788155,913 941 797,museofar@ucm.es,Museos
2107,Museo de la Guardia Civil,,Horario: de lunes a viernes de 9 a 13:30 horas con cita previa.,Guzmán el Bueno (líneas 6 y 7).   ," 2, 45, 44.   ",,NO_INFORMATION,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=003aef4d7f71c010VgnVCM1000000b205a0aRCRD,CALLE_GUZMAN EL BUENO,110,CHAMBERI,40.44438523242585,-3.712300118990835,"915 146 000, extensiones 48495 (Oficina Museo), 48477 (Salas Museo)",dg-estuhistoricos-registro@guardiacivil.org,Museos
2114,Museo de la Real Academia de Bellas Artes de San Fernando,"Construido inicialmente para palacio de Don Juan de Goyeneche, el edificio fue adquirido por la Academia de Bellas Artes en 1773 y reformado bajo la dirección de Fernando Chueca Goitia en 1973 y la fachada por Diego de Villanueva en 1774. ","Colección permanente: De martes a domingos, de 10 a 15 horas. Exposiciones temporales: consultar el apartado específico de la exposición temporal. Días cerrados: 1 y 6 de enero; 1 y 30 de mayo; 9 de noviembre; 24, 25 y 31 de diciembre.","Sol (líneas 1, 2, 3), Sevilla (línea 2), Gran Vía (líneas 1 y 5).   "," M1, 002, 52, 46, 002, 51, 150, 5, 15, 20.  "," Sol (líneas C3, C4 y Regional).   ",ACCESSIBLE,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=924aef4d7f71c010VgnVCM1000000b205a0aRCRD,CALLE_ALCALA,13,CENTRO,40.4176555144213,-3.7006500629589394,915 240 864,,MonumentosEdificiosArtisticos
2066,Museo del Ferrocarril de Madrid,"Edificio de carácter monumental. Proyectada por el ingeniero francés Émile Cacheliévre e inaugurada el 30 de marzo de 1880, la estación de Delicias fue la primera gran estación con carácter definitivo de Madrid. ","De octubre a mayo:   Lunes a viernes, de 9:30 a 15 horas. Sábados y festivos, de 10 a 19 horas. Domingo, de 10 a 15 horas.   De junio a septiembre:   Lunes a domingo, de 10 a 15 horas.   Cerrado: 25 de diciembre, 1 y 6 de enero.",Delicias (línea 3)   ," 19, 247, 45, 47, 59, 85, 86, 8, 55, 6  "," Delicias (líneas C1, C7, C10 y Regional)   ",ACCESSIBLE,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=091c4291ae91f010VgnVCM2000000c205a0aRCRD,PASEO_DELICIAS,61,ARGANZUELA,40.40029003332906,-3.6938050319544646,915 390 085,taquillamuseo@ffe.es,MonumentosEdificiosArtisticos
2058,Museo del Prado,,"De lunes a sábado, de 10 a 20 horas. Domingos y festivos, de 10 a 19 horas. Cerrado los días 1 de enero, 1 de mayo y 25 de diciembre. Horario reducido, de 10 a 14 horas (6 de enero y 24 y 31 de diciembre).  Horario de gratuidad:  De lunes a sábado, de 18 a 20 horas. Domingos y festivos, de 17 a 19 horas.  Acceso al Museo hasta 30 minutos antes del cierre.","Estación del Arte (línea 1), Banco de España (línea 2).   "," 001, 10, 14, 27, 34, 37, 45, C03.  "," Atocha (líneas C1, C2, C3, C4, C5, C7 y C10).   ","ACCESSIBLE,SIGN_LANGUAGE,MAGNETIC_LOOP",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=060079262ef5d010VgnVCM1000000b205a0aRCRD,PASEO_PRADO,,CENTRO,40.41398191337691,-3.692164652993688,910 683 001,cav@museodelprado.es,Museos
2086,Museo del Reloj Grassy,Arquitecto: Eladio Laredo Carranza (1916 - 1917). ,Visitas guiadas:   Miércoles 12 horas. Jueves 17:30 horas.,"Banco de España (línea 2), Sevilla (línea 2), Gran Vía (Líneas 1 y 5).   "," 002, 15, 150, 20, 5, 53, 9, 51, 001, 1, 146, 2, 3, 46, 74, 52.   ",,NO_INFORMATION,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=daeaef4d7f71c010VgnVCM1000000b205a0aRCRD,CALLE_GRAN VIA,1,CENTRO,40.41914770731552,-3.69806583195521,915 321 007,info@grassy.es,Museos
2059,Museo del Romanticismo,"Descripción monumental  Construido para casa palacio del Marqués de Matallana por el arquitecto Manuel Rodríguez, dentro de unas líneas clasicistas, tiene algunas leves reminiscencias del barroco, como las molduras en forma de orejeras en los balcones. Las estancias nobles se organizan en torno a dos patios cuadrados. Conserva un interesante jardín romántico. A finales del siglo XVIII el inmueble pasó a estar habitado por los Condes de la Puebla del Maestre y después, desde junio de 1921, fue sede de la Comisaría Regia de Turismo, organismo creado por el II Marqués de la Vega-Inclán. En 1924 se convirtió en Museo Romántico y desde entonces ha sido restaurado e intervenido en diversas ocasiones con motivo de su funcionamiento como museo.  Desde 2001 a 2009 el Museo fue reformado y puesto a punto, en aplicación de un plan museológico consistente en su renovación, ampliando su ámbito temático desde lo meramente literario hasta lo histórico, político, artístico y decorativo, para dar una visión de conjunto de esta etapa de la vida española. Muestra la ambientación de una casa romántica. Posee obras de los pintores más importantes del siglo XIX (Goya, Madrazo y otros) junto a esculturas, muebles, porcelanas, abanicos y todo tipo de complementos decorativos que nos recuerdan la forma de vida de una familia burguesa del siglo XIX.","Horario de invierno (de noviembre a abril): De martes a sábado: de 9:30 a 18:30. Domingos y festivos: de 10 a 15 horas.  Horario de verano (de mayo a octubre): De martes a sábado: de 9:30 a 20:30. Domingos y festivos: de 10 a 15 horas.  Cerrado: Todos los lunes, 1 y 6 enero, 1 mayo, 9 noviembre, 24, 25 y 31 diciembre.","Tribunal (líneas 1 y 10), Alonso Martínez (líneas 4, 5 y 10).   "," 37, 149, 40, 3.  "," Recoletos (líneas C1, C2, C7, C10 y Regional).   ","ACCESSIBLE,MAGNETIC_LOOP",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=706cef4d7f71c010VgnVCM1000000b205a0aRCRD,CALLE_SAN MATEO,13,CENTRO,40.42585510296794,-3.6987835425963063,914 481 045 / 914 480 163,informacion.romanticismo@cultura.gob.es,Museos
6337393,Museo del Seguro. Fundación Mapfre,,De lunes a viernes de 9 a 17 horas. Cerrado festivos y mes de agosto.  Visitas en grupo previa reserva en su página web.,Colón (línea 4).   ," 37, 14, 150, 27, 45, 5, 53, C03.  "," Recoletos (Líneas C1, C2, C7, C10 y Regional).   ",NO_INFORMATION,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=479b95f8c72d5310VgnVCM2000000c205a0aRCRD,CALLE_BARBARA DE BRAGANZA,14,CENTRO,40.423266511964854,-3.692277196470883,,,Museos
2115,Museo del Traje. Centro de Investigación del Patrimonio Etnológico (CIPE),"Edificio de carácter monumental, construido por Jaime López de Asiaín en 1969. ","Salas de exposiciones   Martes a sábado, de 9:30 a 19:00 horas. Domingos y festivos, de 10 a 15:00 horas.  La taquilla finaliza su actividad de venta de entradas 30 minutos antes de la hora del cierre de la exposición.  Noches de verano - Verano en el Museo   Los jueves de julio y agosto, apertura extraordinaria: 19:30 - 22:30 horas.",Ciudad Universitaria (línea 6).   ," 160, 161, 46, U, 132, 82, G, 133, 162, 83.   ",,"ACCESSIBLE,SIGN_LANGUAGE,MAGNETIC_LOOP",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=053c4291ae91f010VgnVCM2000000c205a0aRCRD,AVENIDA_JUAN DE HERRERA,2,MONCLOA-ARAVACA,40.439664788611644,-3.727822373257623,915 504 700,,Museos
2061,Palacio Real de El Pardo,"Recinto en el que se conserva el Palacio, construido sobre el castillo del siglo XV, la Casita del Príncipe, del siglo XVIII y la Quinta del Duque de Arco (Palacete que fue Casa de Labor y sus tierras). Desde 1983 ha sido adecuado para residencia de Jefes de Estado extranjeros en visita oficial. ","Martes a domingo, de 10 a 18 horas.",, 601 (Madrid - Colonia Mingorrubio),,ACCESSIBLE,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=9f9def4d7f71c010VgnVCM1000000b205a0aRCRD,CALLE_MANUEL ALONSO,8,FUENCARRAL-EL_PARDO,40.520535786694516,-3.7762260009975077,,info@patrimonionacional.es,MonumentosEdificiosArtisticos
2062,Palacio Real de Madrid,"Construido sobre el solar del antiguo Alcázar tras un incendio en 1734. Proyectado por Juvara en 1735 y construido por Sachet de 1738 a 1764 bajo las influencias del clasicismo barroco. A partir de 1770, Sabatini añadió el ala sudeste y realizó la gran escalera. Es de destacar el gran patio que articula el edificio y la fachada principal que aloja el balcón y Escudo Real. ","Lunes a sábado, de 10 a 18 horas. Domingos, de 10 a 16 horas (octubre a marzo). Luns a sábado, de 10 a 19 horas. Domingos, de 10 a 16 horas (abril a septiembre).  Para cierres durante el año o motivados por la celebración de actos oficiales o festividad en el municipio consultar la web.  Jardines del Campo del Moro   Todos los días, de 10 a 18 horas.","Ópera (líneas 2, 5 y Ramal Ópera Norte)   "," 3, 25, 39, 148, 46, 62, 75, 138  ", Príncipe Pío   ,ACCESSIBLE,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=47ddef4d7f71c010VgnVCM1000000b205a0aRCRD,CALLE_BAILEN,0,CENTRO,40.42075212551193,-3.712699107286406,,info@patrimonionacional.es,MonumentosEdificiosArtisticos
2079,Panteón de España,La construcción de este edificio responde a dos de las constantes de fines de siglo: la arquitectura historicista y la escultura funeraria. En él reposan trece personajes ilustres de la historia política y militar española. ,De martes a sábado de 10 a 14 y de 16 a 18:30 horas Domingos y festivos de 10 a 15 horas Cerrado todos los lunes del año,Estación del Arte (Atocha) (línea 1)   ," 10, 14, 24, 32, 37, 54, 57, 141, 26, C1, C2, 102  ", Atocha,ACCESSIBLE,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=361cef4d7f71c010VgnVCM1000000b205a0aRCRD,CALLE_JULIAN GAYARRE,3,RETIRO,40.40622617519116,-3.683413041846525,,info@patrimonionacional.es,MonumentosEdificiosArtisticos
3362,Parroquia Santa Cruz,,,"Sol (líneas 1, 2 y 3), Tirso de Molina (línea 1).   "," 50, SE712, 26, 32, 6, 65, 18, 23, 17, 002, M1, 31.  "," Sol (líneas C3, C4 y Regional).   ",NO_INFORMATION,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=40e0b069a541f010VgnVCM1000000b205a0aRCRD,CALLE_ATOCHA,6,CENTRO,40.414614986413675,-3.7052543046190265,913 691 239,santacruz@archimadrid.es,MonumentosEdificiosArtisticos
2213,Planetario de Madrid,"Inaugurado el 29 de septiembre de 1986, es un centro dependiente del Área de Cultura, Turismo y Deporte del Ayuntamiento de Madrid. Durante los años 2016/2017 fue sometido a una profunda renovación tanto tecnológica como de las instalaciones y edificio, posible en virtud de un acuerdo de colaboración entre el Ayuntamiento de Madrid y la Obra Social &amp;ldquo;la Caixa&amp;rdquo; &amp;ndash; que incluye dotación de contenidos, renovación de exposiciones y la realización de actividades varias en el campo de la divulgación científica. Siempre con el fin de contribuir a la difusión de la astronomía y de la ciencia en general, tanto entre escolares como entre el público de cualquier edad y condición, posee una variada oferta de proyecciones audiovisuales, exposiciones y actividades (talleres, cursos, conferencias, observaciones públicas...). Las proyecciones que se ofrecen en el Planetario de Madrid se renuevan periódicamente y tienen una duración aproximada de 30 minutos. Existen dos programaciones básicas diferentes: una activa durante el verano y época de vacaciones escolares, y otra durante el curso escolar. Durante el curso escolar, las proyecciones de las mañanas de los días lectivos se reservan a escolares .   Video de presentación del centro  Planetario en  Google Maps ","Horario del centro: De martes a domingo, de 10:00 a 13:45 h y de 17 a 19:45 h. Las mañanas de los días lectivos están dedicadas a las visitas escolares.     Cerrado: Todos los lunes del año. Días 1 y 6 de enero; 1 de mayo; 24, 25 y 31 de diciembre.   Horario de proyecciones .",Méndez Álvaro (línea 6).  ," 148, 156. BICIMAD: Estación 177 (Calle Bolívar 3).  Planetario en  Google Maps",,"ACCESSIBLE,MAGNETIC_LOOP",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=c9c5b069a541f010VgnVCM1000000b205a0aRCRD,AVENIDA_PLANETARIO,16,ARGANZUELA,40.392279999540044,-3.684956957448299,"914 673 461 (reserva grupos)                                                                                                                                                                                                                                                                                                                                                                                                                                               
914 673 898 (contestador automático de información)",buzon@planetmad.es,Planetarios
