name,address1,address2,address3,borough_name,website,os_addressbase_uprn,borough_code,ward_2022_name,ward_2022_code,latitude,longitude,easting,northing
Royal College of Music Museum of Instruments,Prince Consort Rd,Kensington,NA,Westminster,www.â€‹rcm.â€‹ac.â€‹uk/â€‹visit/â€‹museum/â€‹,100023378050,E09000033,Knightsbridge & Belgravia,E05013797,51.49876874,-0.175312754,526753.8310000002,179336.8200000003
The London Museum of Water and Steam,Green Dragon Lane,Brentford,NA,Hounslow,www.â€‹waterandsteam.â€‹org.â€‹uk,100023407522,E09000018,Chiswick Riverside,E05013611,51.48854503,-0.288952709,518892.88100000005,178009.4701000005
"Hillingdon Local Studies, Archives and Museum",Central Library,14-16 High Street,Uxbridge,Hillingdon,https://www.hillingdon.gov.uk/history,100023421562,E09000017,Uxbridge,E05013580,51.54468289,-0.47672958,505726.45079999976,183964.38099999912
National Gallery,Trafalgar Square,NA,NA,Westminster,http://www.nationalgallery.org.uk/,100023432659,E09000033,St James's,E05013806,51.50858667,-0.126076999,530143.1915999996,180514.91110000014
Benjamin Franklin House,36 Craven Street,NA,NA,Westminster,http://www.benjaminfranklinhouse.org/,100023432708,E09000033,St James's,E05013806,51.50713046,-0.123312015,530339.2145999996,180357.89499999955
British Dental Association Museum,64 Wimpole St,Marylebone,NA,Westminster,https://bda.org/museum,100023465311,E09000033,Marylebone,E05013801,51.51806617,-0.147037043,528662.0196000002,181532.01520000026
Handel and Hendrix in London,23 and 25 Brook Street,Mayfair,NA,Westminster,https://handelhendrix.org/,100023474817,E09000033,West End,E05013808,51.51245627,-0.144324354,528866.0478999997,180912.95529999956
Hogarth House,25 Hartington Road,NA,NA,Hounslow,http://www.hounslow.info/arts-culture/historic-houses-museums/hogarth-house/#,100023518941,E09000018,Chiswick Homefields,E05013610,51.48650733,-0.25341912,521365.17169999983,177841.10270000063
 Bruce Castle Museum & Archives,Bruce Castle Museum,Lordship Lane,NA,Haringey,http://www.haringey.gov.uk/leisure/brucecastlemuseum,100023552396,E09000014,Bruce Castle,E05013587,51.59864748,-0.073849803,533503.6778999995,190624.0133999996
Down House,Down House,Luxted Road,Â Downe,Bromley,www.english-heritage.org.uk/darwin/,100023633852,E09000006,Darwin,E05013996,51.33089928,0.055057521,543266.5067999996,161093.69129999913
Museum of London,150 London Wall,NA,NA,City of London,http://www.museumoflondon.org.uk/london-wall/#,200000069411,E09000001,Bassishaw,E05009290,51.51728697,-0.094482179,532310.4243000001,181538.99049999937
Barbican Art Gallery,Level 3,Barbican Centre,Silk Street,City of London,http://www.barbican.org.uk/artgallery,200000072620,E09000001,Cripplegate,E05009302,51.51944948,-0.092517837,532440.4364999998,181783.01579999924
British Red Cross Museum and Archives,UK Office 44 Moorfields,NA,NA,City of London,http://www.redcross.org.uk/museumandarchives,200000075168,E09000001,Coleman Street,E05009299,51.51858074,-0.087065249,532821.2374,181696.29279999994
Guildhall Art Gallery and London's Roman Amphitheatre,Guildhall Art Gallery Cultural and Visitor Develop,NA,NA,City of London,http://www.guildhallartgallery.cityoflondon.gov.uk/,200000075197,E09000001,Coleman Street,E05009299,51.51505639,-0.09004913,532624.4596999995,181298.97100000083
Hayward Gallery,Southbank Centre,Belvedere Road,NA,Lambeth,http://ticketing.southbankcentre.co.uk/venues/hayward-gallery#,200000480099,E09000022,Waterloo & South Bank,E05014118,51.50562082,-0.113862479,530999.2883000001,180206.87700000033
Florence Nightingale Museum,St. Thomas Hospital,2 Lambeth Palace Road,NA,Lambeth,http://www.florence-nightingale.co.uk/,200000488107,E09000022,Waterloo & South Bank,E05014118,51.49953929,-0.115424879,530908.2844000002,179527.81409999914
The View (Epping Forest Collection),6 Rangers Road,,Chingford,Waltham Forest,www.cityoflondon.gov.uk/things-to-do/green-spaces/epping-forest/Pages/default.aspx,200001425882,E09000031,Chingford Green,E05013885,51.63389537,0.019126479,539834.4035999998,194717.53199999966
William Morris Gallery,Lloyd Park House,531 Forest Rd,Walthamstow,Waltham Forest,http://wmgallery.org.uk/,200001431546,E09000031,William Morris,E05013902,51.59079662,-0.018781165,537341.034,189852.93789999932
Cutty Sark,King William Walk,Greenwich,NA,Greenwich,http://www.rmg.co.uk/cuttysark,200002800647,E09000011,Greenwich Park,E05014081,51.48229651,-0.007899992,538423.3348000003,177808.12629999965
London Fire Brigade Museum,Winchester House,94a Southwark Bridge Rd,NA,Southwark,http://www.culture24.org.uk/mw921,200003353307,E09000028,Borough & Bankside,E05011095,51.50145568,-0.096540517,532213.4250999996,179774.8292999994
HMS Belfast,Uxbridge,Middlesex,NA,Southwark,http://iwm.org.uk/,200003356908,E09000028,London Bridge & West Bermondsey,E05011104,51.50607879,-0.07987744,533356.3965999996,180319.13069999963
Imperial War Museum London,Lambeth Rd,NA,NA,Southwark,http://london.iwm.org.uk/,200003372421,E09000028,St George's,E05011114,51.49549623,-0.106744975,531522.3552999999,179093.7689999994
The Old Operating Theater Museum and Herb Garret,9A St Thomasâ€™ Street,NA,NA,Southwark,http://www.oldoperatingtheatre.com/,200003376919,E09000028,London Bridge & West Bermondsey,E05011104,51.50449961,-0.086844633,532877.4967,180130.85669999942
Brunel Museum,Brunel Engine House,Railway Avenue,Rotherhithe,Southwark,www.brunel-museum.org.uk/,200003410582,E09000028,Rotherhithe,E05011112,51.50108215,-0.051351513,535350.7655999996,179815.84630000032
Dulwich Picture Gallery,Gallery Road,Dulwich Village,NA,Southwark,http://www.dulwichpicturegallery.org.uk/,200003435462,E09000028,Dulwich Village,E05011100,51.4454594,-0.084837608,533188.5015000002,173569.24239999987
Osterley Park and House,Jersey Road,Isleworth,NA,Hounslow,https://www.nationaltrust.org.uk/osterley-park-and-house?p=1356312744250,200003968705,E09000018,Osterley & Spring Grove,E05013626,51.48898096,-0.350182958,514640.90529999975,177960.4168999996
Gunnersbury Park Museum,Gunnersbury Park,Popes Ln,NA,Hounslow,www.hounslow.info â€º Arts & Culture â€º Historic Houses & Museums,200003970213,E09000018,Chiswick Gunnersbury,E05013609,51.49903389,-0.284755866,519156.9035,179182.6780999992
The Cartoon Museum,63 Wells Street,Fitzrovnia,W1A 3AE,Westminster,https://www.cartoonmuseum.org/,10033643787,E09000033,West End,E05013808,51.517581,-0.13865023,529245.2533,181492.8289999999
Quentin Blake Centre for Illustration ,"Rear of, 28 Amwell St",,,Islington,https://www.qbcentre.org.uk/,No UPRN found,E09000019,Clerkenwell,E05013702,51.52836,-0.10994,531206.1585999997,182742.50699999928
Photographer's Gallery,16-18 Ramillies Street,London,W1F 7LW,Westminster,https://thephotographersgallery.org.uk/,10033542105,E09000033,West End,E05013808,51.514925,-0.13904674,529225.2587000001,181196.77889999934
Whitechapel Gallery,77-82 Whitechapel High Street,London,E17QX,Tower Hamlets,https://www.whitechapelgallery.org/,6011122,E09000030,Spitalfields & Banglatown,E05009333,51.516172,-0.07038992,533985.1772999996,181458.8395000007
Camera Museum,44 Museum Street,London,WC1A 1LY,Camden,https://www.cameramuseum.uk/museum-gallery,5110142,E09000007,Bloomsbury,E05013653,51.517682,-0.125256,530174.2396,181527.7792000007
The Postal Museum,15-20 Phoenix Place,London,WC1X 0DA,Camden,https://www.postalmuseum.org/,5191953,E09000007,Holborn & Covent Garden,E05013662,51.52476,-0.11408144,530929.2211999996,182334.7734999992
Museum of Funeral History,	29-31 Rosebery Avenue,London,EC1R 4SL,Islington,https://www.dignityfunerals.co.uk/funeral-directors/locations/england/london/clerkenwell/29---31-roseber,5300079668,E09000019,Clerkenwell,E05013702,51.524095,-0.11132672,531122.2196000004,182265.75280000083
Antique Breadboard Museum,17 Lifford Street,London,SW15 1NY,Wandsworth,https://antiquebreadboards.com/,100022664167,E09000032,Thamesfield,E05014022,51.463695,-0.21839674,523858.3635,175362.9059999995
London Mithraeum,12 Walbrook,London,EC4N 8AA,City of London,https://www.londonmithraeum.com/,95514174,E09000001,Cordwainer,E05009300,51.512711,-0.090813816,532578.2115000002,181036.77679999918
Turner's House,40 Sandycoombe Road,Twickenham,TW1 2LR,Richmond upon Thames,https://turnershouse.org/,100022345144,E09000027,Twickenham Riverside,E05013789,51.45381,-0.31622272,517088.4430999998,174102.97309999913
Eel Pie Island Museum,1-3 Richmond Road,Twickenham,TW1 3AB,Richmond upon Thames,https://www.eelpiemuseum.co.uk/,100023392218,E09000027,Twickenham Riverside,E05013789,51.448361,-0.3256336,516448.47250000015,173482.02180000022
Vagina Museum,18 Victoria Park Square,Chalk Farm Road,E2 9PF,Tower Hamlets,https://www.vaginamuseum.co.uk/,See notes,E09000030,Bethnal Green,E05009317,51.52876,-0.05318,535141.9325000001,182890.31130000018
Swendeborg Society Museum,20-21 Bloomsbury Way,London,WC1A 2TH,Camden,https://www.swedenborg.org.uk/,5088225,E09000007,Bloomsbury,E05013653,51.518012,-0.12286419,530339.2383000003,181568.7285999991
Biggin Hill Memorial Museum,Main Road,Kent,TN16 3EJ,Bromley,https://bhmm.org.uk/,10070018882,E09000006,Biggin Hill,E05013989,51.327177,0.02357799,541085.0099,160618.8370999992
Stanley Picker Gallery,Kingston School of Art,"Grange Road
Kingston upon Thames",KT1 2QJ,Kingston upon Thames,https://www.stanleypickergallery.org/,128036412,E09000021,Kingston Town,E05013938,51.40501,-0.29828949,518460.48610000033,168704.9846999999
Studio Voltaire,1A Nelsons Row,London,SW4 7JR,Lambeth,https://www.studiovoltaire.org/,100023363904,E09000022,Clapham East,E05014100,51.462095,-0.13461766,529682.2359999996,175329.83349999972
South London Gallery,65-67 Peckham Rd,London,SE5 8UH,Southwark,https://www.southlondongallery.org/,200003464154,E09000028,St Giles,E05011115,51.474285,-0.079775561,533456.2199999997,176783.84100000001
Matt's Gallery,92 Webster Road,London,SE16 4DF,Southwark,https://www.mattsgallery.org/,200003408500,E09000028,North Bermondsey,E05011106,51.495482,-0.062864801,534568.1986999996,179171.8881000001
Drawing Room,1-27 Rodney Pl ,London,SE17 1PP,Southwark,https://drawingroom.org.uk/,200003422469,E09000028,North Walworth,E05011107,51.493624,-0.093815533,532425.2372000003,178908.8657000009
Lake Gallery (Southwark Park Galleries,"1 Park Approach, Southwark Park",London,SE16 2UA,Southwark,https://southwarkparkgalleries.org/,10000811264,E09000028,Rotherhithe,E05011112,51.494147,-0.053931951,535192.1914999997,179039.88859999925
Dilston Gallery (Southwark Park Gallery),Southwark Park Rd,London,SE16 2DD,Southwark,https://southwarkparkgalleries.org/,200003493252,E09000028,North Bermondsey,E05011106,51.491814,-0.054290569,535174.1986999996,178779.7974999994
Nunnery Gallery,181 Bow Rd,Bow,E3 2SJ,Tower Hamlets,https://bowarts.org/nunnery,6128627,E09000030,Bow East,E05009319,51.52892,-0.017877042,537590.0932999998,182973.8021000009
Chisenhale Gallery,64 Chisenhale Road,London,E3 2QZ,Tower Hamlets,https://chisenhale.org.uk/,6146768,E09000030,Bow West,E05009320,51.533143,-0.039595359,536071.1105000004,183402.85639999993
Auto Italia,44 Bonner Road,London,E2 9JS,Tower Hamlets,https://autoitaliasoutheast.org/,6169839,E09000030,St Peter's,E05009331,51.532367,-0.052446491,535182.1271000002,183292.77580000088
Peer UK,97-99 Hoxton Street,London,N1 6QL,Hackney,https://www.peeruk.org/,100023136363,E09000012,Hoxton East & Shoreditch,E05009377,51.529808,-0.080496648,533244.1749999998,182956.72399999946
Autograph,Rivington Place,London,EC2A 3BA,Hackney,https://autograph.org.uk/,100023547663,E09000012,Hoxton East & Shoreditch,E05009377,51.526446,-0.079455921,533326.1772999996,182584.76029999927
New Contemporaries,Rich Mix,35-47 Bethnal Green Road,E1 6LA,Tower Hamlets,https://www.newcontemporaries.org.uk/,6150258,E09000030,Weavers,E05009335,51.524358,-0.073301807,533759.1700999998,182363.80519999936
SPACE Ilford,10 Oakfield Road,Ilford,IG1 1ZJ,Redbridge,https://spacestudios.org.uk/visit-space-ilford/,10094819396,E09000026,Ilford Town,E05011246,51.558472,0.074540907,543907.1608999996,186437.7798999995
Gasworks,155 Vauxhall Street,London,SE11 5RH,Lambeth,https://gasworks.org.uk/,100023230142,E09000022,Oval,E05014108,51.485134,-0.11545759,530947.2607000005,177925.87480000034
Institute of International Visual Arts,Stuart Hall Library,16 John Islip Street,SW1P 4JU,Westminster,https://iniva.org/library/,10033569512,E09000033,Vincent Square,E05013807,51.490553,-0.12926452,529973.2766000004,178503.8917999994
Cubitt Artists,8 Angel Mews,London,N1 9HH,Islington,https://www.cubittartists.org.uk/,10012791474,E09000019,Barnsbury,E05013698,51.532348,-0.10787081,531338.2084999997,183189.68610000052
Institute of Contemporary Arts,"The Mall, St. James's",", London ",SW1Y 5AHWestminste,Westminster,https://www.ica.art/,100023349637,E09000033,St James's,E05013806,51.506388,-0.13092159,529813.2614000002,180261.82100000046
Serpentine South Gallery,Kensington Gardens,London,W2 3XA,Westminster,https://www.serpentinegalleries.org/,10033534401,E09000033,Lancaster Gate,E05013798,51.504789,-0.17500755,526758.3139000004,180006.81020000018
Serpentine North Gallery,West Carriage Drive,London,W2 2AR,Westminster,https://www.serpentinegalleries.org/,See notes,E09000033,Lancaster Gate,E05013798,51.50704,-0.1713,527009.3547,180263.54629999958
The Showroom,63 Penfold Street,London,NW8 8PQ,Westminster,https://www.theshowroom.org/,100023122876,E09000033,Church Street,E05013794,51.52345,-0.17280564,526859.2847999996,182085.7575000003
Camden Art Centre,Arkwright Road,London,NW3 6DG,Camden,https://camdenartcentre.org/,5090703,E09000007,Frognal,E05013657,51.55125,-0.18349077,526041.2607000005,185158.7291000001
LUX,Dartmouth Park Hill,London,N19 5JF,Camden,https://lux.org.uk/,5143559,E09000007,Highgate,E05013661,51.568341,-0.14305657,528796.2214000002,187129.67620000057
180 The Strand,Temple,London,WC2R 1EA,Westminster,https://www.180thestrand.com/,100023433029,E09000033,St James's,E05013806,51.512421,-0.11510992,530893.2348999996,180960.8320000004
Cabinet Gallery,132 Tyers Street,Vauxhall Pleasure Gardens,SE11 5HS,Lambeth,https://www.cabinet.uk.com/,10093057125,E09000022,Vauxhall,E05014117,51.487618,-0.11950352,530659.2655999996,178194.87600000016
Goldsmiths Centre for Contemporary Art,"St James’, New Cross",London,SE14 6AD,Lewisham,https://goldsmithscca.art/,100023238053,E09000023,Brockley,E05013716,51.474144,-0.035401153,536538.2100999998,176849.95800000057
Mall Galleries,The Mall,London,SW1Y 5AS,Westminster,https://www.mallgalleries.org.uk/,100023349548,E09000033,St James's,E05013806,51.506709,-0.13017355,529864.2597000003,180298.8423999995
hARTslane,17 Harts Lane,New Cross Gate,SE14 5UP,Lewisham,https://www.hartslane.org/,10023231445,E09000023,New Cross Gate,E05013728,51.475565,-0.042943472,536010.2150999997,176993.93659999967
Candid Arts Centre,3 Torrens Street,London,EC1V 1NQ,Islington,https://candidarts.wordpress.com/,5300092107,E09000019,St Peter's & Canalside,E05013711,51.532151,-0.10512514,531529.2046999997,183172.70949999988
Lewisham Arthouse,140 Lewisham Way,London,SE14 6PD,Lewisham,http://www.lewishamarthouse.org.uk/,100023238777,E09000023,Brockley,E05013716,51.471483,-0.030634187,536877.2105,176562.9570000004
Saatchi Gallery,"Duke of York's HQ, King's Road",London,SW3 4RY,Kensington and Chelsea,https://www.saatchigallery.com/,217110596,E09000020,Royal Hospital,E05009403,51.490723,-0.15880202,527922.3129000003,178470.81629999913
White Cube Bermondsey,144 – 152 Bermondsey Street ,London,SE1 3TQ,Southwark,https://whitecube.com/,200003362685,E09000028,London Bridge & West Bermondsey,E05011104,51.499449,-0.082680195,533181.2198000001,179576.79059999995
White Cube Mason's Yard,"25-26 Masons Yard, St. James's",London,SW1Y 6BU,Westminster,https://whitecube.com/,10033550744,E09000033,St James's,E05013806,51.507612,-0.13718321,529375.2655999996,180386.85400000028
Bankside Gallery,48 Hopton Street,London,SE1 9JH,Southwark,https://www.banksidegallery.com/,200003376884,E09000028,Borough & Bankside,E05011095,51.508191,-0.10096046,531887.2264999999,180515.8309000004
Jerwood Space,171 Union Street,London,SE1 0LN,Southwark,https://jerwoodarts.org/,200003355048,E09000028,Borough & Bankside,E05011095,51.50362,-0.099118829,532028.2292,180010.85270000063
Islington Museum,245 St John Street,London,EC1V 4NB,Islington,https://www.islington.gov.uk/libraries-arts-and-heritage/heritage/islington-museum,5300084848,E09000019,Clerkenwell,E05013702,51.526486,-0.10455305,531585.2095999997,182543.78339999914
The Mosaic Rooms,226 Cromwell Road,,SW5 0SW,Kensington and Chelsea,https://mosaicrooms.org/,See notes,E09000020,Abingdon,E05009388,51.49487,-0.19535,525373.7856000001,178868.79900000058
Arts Council Collection,Southbank Centre,Belvedere Road,SE1 8XX,Lambeth,https://artscouncilcollection.org.uk,No UPRN found,E09000022,Waterloo & South Bank,E05014118,51.50608,-0.1163,530828.8175999997,180253.58220000006
Emery Walker's House,7 Hammersmith Terrace,London,W6 9TS ?,Hammersmith and Fulham,https://www.emerywalker.org.uk/,34007395,E09000013,Ravenscourt,E05013746,51.48983,-0.24244193,522118.4126000004,178228.82090000063
Two Temple Place,Two Temple Place,London,WC2R 3BD,Westminster,https://twotempleplace.org/,100023433098,E09000033,St James's,E05013806,51.511601,-0.11224702,531094.2344000004,180874.76700000092
Queen's House,Romney Road,London,SE10 9NF,Greenwich,https://www.rmg.co.uk/queens-house,100023228557,E09000011,Greenwich Park,E05014081,51.481337,-0.004487344,538663.1984000001,177707.8797999993
Royal Observatory Greenwich,Blackheath Avenue,London,SE10 8XJ,Greenwich,https://www.rmg.co.uk/royal-observatory,10010200750,E09000011,Greenwich Park,E05014081,51.477346,-0.000888495,538925.2139999997,177270.89800000004
Chiswick House & Gardens,Burlington Lane,London,W4 2RP,Hounslow,https://chiswickhouseandgardens.org.uk/,200003971266,E09000018,Chiswick Homefields,E05013610,51.48376,-0.25866216,521008.42540000007,177526.93400000036
Museum of Brands,111 – 117 Lancaster Road,Notting Hill,W11 1QT,Kensington and Chelsea,https://museumofbrands.com/,See notes,E09000020,Notting Dale,E05009399,51.5163,-0.21102,524227.79110000003,181225.1638999991
Pitzhanger Manor & Gallery,Mattock Lane,London,W5 5EQ,Ealing,https://www.pitzhanger.org.uk/,12141314,E09000009,Walpole,E05013541,51.510907,-0.3071148,517574.45210000034,180466.90430000052
Garden Museum,5 Lambeth Palace Road,London,SE1 7LB,Lambeth,https://gardenmuseum.org.uk/,100023225605,E09000022,Waterloo & South Bank,E05014118,51.495048,-0.12022058,530588.2664000001,179019.82129999995
Spencer House,27 St James’s Place,London,SW1A 1NR,Westminster,https://spencerhouse.co.uk/,10033571672,E09000033,St James's,E05013806,51.505151,-0.1402519,529169.2746000001,180107.77300000004
Apsley House (The Wellington Collection),149 Piccadilly,Hyde Park Corner,W1J 7NT,Westminster,https://www.wellingtoncollection.co.uk/,100022790314,E09000033,West End,E05013808,51.50341,-0.15186432,528368.2906999998,179893.76070000045
Syon House & Gardens,Syon Park,Brentford,TW8 8JF,Hounslow,https://www.syonpark.co.uk/,No UPRN found,E09000018,Syon & Brentford Lock,E05013627,51.4768,-0.31249,517288.9104000004,176665.49829999916
Westminster Abbey Library,East Cloister,London,SW1P 3PA,Westminster,https://www.westminster-abbey.org/about-the-abbey/library-research/library-collection,100023339477,E09000033,St James's,E05013806,51.499003,-0.12742012,530077.2692999998,179446.81299999915
Lambeth Palace Library,15 Lambeth Palace Road,London,SE1 7JT,Lambeth,https://lambethpalacelibrary.org/,10094053854,E09000022,Waterloo & South Bank,E05014118,51.497656,-0.1185717,530695.2619000003,179312.77280000038
HQS Wellington,"Temple Stairs, Victoria Embakment",London,WC2R 2PN,Westminster,https://www.thewellingtontrust.org/,100023433051,E09000033,St James's,E05013806,51.510633,-0.11241675,531085.2350000003,180766.82100000046
The Chocolate Museum,187 Ferndale Rd,London,NA,Lambeth,https://www.thechocolatemuseum.co.uk/,200000463564,E09000022,Brixton North,E05014096,51.463925,-0.11630269,530949.2213000003,175565.89680000022
Van Gogh House London,87 Hackford Road,London,NA,Lambeth,https://vangoghhouse.co.uk/,100021847182,E09000022,Stockwell East,E05014110,51.474509,-0.11517551,530997.2381999996,176744.86250000075
Stour Gallery,258 Kingsland road,London,NA,Hackney,https://www.stourgalleries.co.uk/,100023016582,E09000012,Haggerston,E05009375,51.537312,-0.07631648,533512.1535,183798.81849999912
Madame Tussauds,Marylebone Rd,London,NA,Westminster,https://www.madametussauds.com/london/,100023070724,E09000033,Regent's Park,E05013805,51.522965,-0.15505127,528092.2659999998,182062.7257000003
The Sherlock Holmes Museum,221b Baker St,London,NA,Westminster,https://www.sherlock-holmes.co.uk/,100023071949,E09000033,Regent's Park,E05013805,51.523749,-0.15858017,527845.2687999997,182143.74210000038
San Mei Gallery,39a Loughborough Road,NA,NA,Lambeth,https://www.sanmeigallery.co.uk/,10094054829,E09000022,Myatt's Fields,E05014107,51.470868,-0.10854377,531468.2265999997,176351.8552000001
Vigo Gallery,7-8 Masons Yard,St. James's,NA,Westminster,https://www.vigogallery.com/,10033538227,E09000033,St James's,E05013806,51.507811,-0.13730475,529366.2680000002,180408.7684000004
Thaddeus Ropac,Ely House,37 Dover Street,NA,Westminster,https://ropac.net/,100023473416,E09000033,West End,E05013808,51.508497,-0.14253664,529001.2713000001,180475.82609999925
The Stone  Space,6 Church Lane,Leytonstone,NA,Waltham Forest,www.stonespace.gallery,100023583897,E09000031,Leytonstone,E05013897,51.568201,0.010583682,539444.1144000003,187395.77610000037
Chelsea Physic Garden,66 Royal Hospital Road,Chelsea,NA,Kensington and Chelsea,https://www.chelseaphysicgarden.co.uk/,217102618,E09000020,Royal Hospital,E05009403,51.484858,-0.16268225,527669.3180999998,177811.85229999945
London Transport Museum,The Piazza ,London,NA,Westminster,https://www.ltmuseum.co.uk/,10033620581,E09000033,St James's,E05013806,51.512123,-0.12124717,530468.2440999998,180916.74560000002
Royal College of Physicians Museum,11 St Andrews Place,London,NA,Camden,https://www.rcplondon.ac.uk/about-us/what-we-do/museum,5069347,E09000007,Regent's Park,E05013668,51.525747,-0.14500621,528781.2516999999,182389.70329999924
Charles Dickens Museum,48-49 Doughty St,London,NA,Camden,https://dickensmuseum.com/,10092001640,E09000007,Holborn & Covent Garden,E05013662,51.523599,-0.11626288,530781.2243999997,182201.77270000055
The Cinema Museum,2 Dugard Way,Renfrew Rd,NA,Lambeth,http://www.cinemamuseum.org.uk/,10023852579,E09000022,Kennington,E05014105,51.492279,-0.10519433,531639.2511,178738.79539999925
The Mill @ Coppermill,7-11 Coppermill Lane,Walthamstow,NA,Waltham Forest,www.themille17.org,100022983170,E09000031,St James,E05013899,51.581733,-0.034430334,536284.1714000003,188815.7485000007
Guildhall Art Gallery,Basinghall St,London,NA,City of London,http://cityoflondon.gov.uk/guildhallartgallery,200000075197,E09000001,Bassishaw,E05009290,51.515566,-0.091660082,532511.2101999996,181352.7226999998
The Arab British Centre,"1 Gough Sqaure, EC4A 3DE",,,City of London,https://www.arabbritishcentre.org.uk,100023615844,E09000001,Castle Baynard,E05009297,51.51514,-0.10807957,531373.2264,181275.7706000004
Oxford House in Bethnal Green,"Derbyshire Street, London E2 6HG",,,Tower Hamlets,https://www.oxfordhouse.org.uk,6089004,E09000030,St Peter's,E05009331,51.526367,-0.061510951,534571.1484000003,182608.83770000003
Grant/Petrie/Art/Object Based Learning/Pathology muse,various - all on Bloomsbury campus,,,Camden,https://www.ucl.ac.uk/culture/,5157295,E09000007,Bloomsbury,E05013653,51.523623,-0.13468467,529503.2434999999,182171.71089999937
Rosetta Arts,"1 HAMILTON RD, LONDON E15 3AE",,,Newham,https://rosettaarts.org,46034253,E09000025,Canning Town North,E05013906,51.524916,0.007076147,539333.0970999999,182575.73460000008
JW3,"341-351 Finchley Road, London, NW3 6ET",,,Camden,https://www.jw3.org.uk,5164899,E09000007,West Hampstead,E05013671,51.550911,-0.18481686,525950.2608000003,185118.74870000035
College of Optometrists (British Optical Association ,"College of Optometrists, 42 Craven Street, WC2N 5N",,,Westminster,https://www.college-optometrists.org/the-british-optical-association-museum,10033590012,E09000033,St James's,E05013806,51.507837,-0.12538634,530193.2544,180432.7742999997
Usurp Art,140 Vaughan Road,,,Harrow,http://www.usurp.org.uk/exhibitions/#,100021292207,E09000015,West Harrow,E05013563,51.579041,-0.34938282,514470.4796000002,187976.8010000009
University of the Arts London Gallery,272 High Holborn,,,Camden,http://www.arts.ac.uk/gallery.htm#,5154466,E09000007,Holborn & Covent Garden,E05013662,51.517765,-0.1163883,530789.2303999998,181552.80440000072
Brunei Gallery,SOAS,Thornhaugh Street,,Camden,http://www.soas.ac.uk/gallery/#,5086881,E09000007,Bloomsbury,E05013653,51.52235,-0.12925904,529883.2377000004,182039.75919999927
L Ron Hubbard's Fitzroy House,37 Fitzroy St,,,Camden,http://www.fitzroyhouse.org/#,5088512,E09000007,Bloomsbury,E05013653,51.522499,-0.13921366,529192.2490999997,182038.72289999947
Four Corners Gallery,121 Roman Road,,,Tower Hamlets,http://www.fourcornersfilm.co.uk/gallery#,6039056,E09000030,Bethnal Green,E05009317,51.52881,-0.04888,535440.0356999999,182903.81240000017
Chisenhale Gallery,64 Chisenhale Road,,,Tower Hamlets,http://www.chisenhale.org.uk/#,6146768,E09000030,Bow West,E05009320,51.533143,-0.039595359,536071.1105000004,183402.85639999993
Pitzhanger Manor House & Gallery,Walpole Park,Mattock Lane,,Ealing,http://www.pitzhanger.org.uk/#,12141314,E09000009,Walpole,E05013541,51.510907,-0.3071148,517574.45210000034,180466.90430000052
Bhavan Art Gallery,4a Castletown Road,,,Hammersmith and Fulham,http://www.bhavan.net/art-gallery#,34140084,E09000013,West Kensington,E05013751,51.489763,-0.20706715,524574.3698000005,178280.90740000084
Bethlem Gallery,Bethlem Royal Hospital,Monks Orchard Road,,Bromley,http://bethlemgallery.com/#,10003615210,E09000006,Kelsey & Eden Park,E05013999,51.38084,-0.02937,537236.0218000002,166485.83880000003
The Aram Gallery,110 Drury Lane,,,Westminster,http://www.thearamgallery.org/#,10033550729,E09000033,St James's,E05013806,51.5133,-0.11885,530631.2105,181051.90100000054
Queen's Gallery,Buckingham Palace Road,,,Westminster,http://www.royalcollection.org.uk/default.asp?action=article&ID=32#,10033569645,E09000033,St James's,E05013806,51.499715,-0.14280725,529007.2856000001,179498.78140000068
Pollock's Toy Museum,1 Scala Street,,,Camden,https://www.pollockstoymuseum.co.uk/,10091857645,E09000007,Bloomsbury,E05013653,51.520333,-0.1353092,529469.2473999998,181804.7553000003
ASC Gallery,"Taplow House,",Thurlow Street,,Southwark,http://www.ascstudios.co.uk/asc-gallery/#,10093339547,E09000028,Faraday,E05011102,51.48902,-0.08722,532896.4402999999,178408.83889999986
Ambika P3,"Uni. of Westminster,",35 Marylebone Road,,Westminster,http://www.p3exhibitions.com/#,100022779973,E09000033,Marylebone,E05013801,51.522023,-0.15459925,528126.2660999997,181958.76449999958
Standpoint,45 Coronet Street,Hoxton,,Hackney,http://www.standpointlondon.co.uk/#,100023136399,E09000012,Hoxton East & Shoreditch,E05009377,51.52707,-0.081851649,533158.1793,182649.78669999912
Bow Street Police Museum,28 Bow Street,London,WC2E 7AW,Westminster,https://bowstreetpolicemuseum.org.uk/,See notes,E09000033,St James's,E05013806,51.51338,-0.12178,530427.6836000001,181055.57609999925
Southwark Heritage Centre and Walworth Library,145-147 Walworth Road,London,SE17 1RW,Southwark,https://www.southwark.gov.uk/libraries/southwark-heritage-centre-and-walworth-library,10094086689,E09000028,North Walworth,E05011107,51.491652,-0.097542326,532172.2410000004,178682.84809999913
Migration Museum,Lewisham Shopping Centre,London, SE13 7HB,Lewisham,https://www.migrationmuseum.org/,See notes,E09000023,Lewisham Central,E05013727,51.46145,-0.01178,538216.9172,175482.68789999932
