name,address1,address2,address3,borough_name,website,os_addressbase_uprn,borough_code,ward_2022_name,ward_2022_code,latitude,longitude,easting,northing
Jacksons Lane,269A Archway Road,,,Haringey,www.jacksonslane.org.uk/space-hire,100023196841,E09000014,Highgate,E05013592,51.57668107,-0.145404162,528610.0108000003,188053.00119999982
Arts Depot,5 Nether Street,,,Barnet,http://www.artsdepot.co.uk,200196017,E09000003,West Finchley,E05013648,51.61281644,-0.176699509,526341.3540000003,192016.8906999994
RADA Studios,16 Chenies St,,,Camden,,5087921,E09000007,Bloomsbury,E05013653,51.52066919,-0.13256009,529659.0110999998,181847.0030000005
Blackheath Halls,23 Lee Road,,,Greenwich,http://www.blackheathhalls.com,100023269695,E09000011,Blackheath Westcombe,E05014073,51.46437941,0.009627334,539695.0136000002,175849.00210000016
Langley Park Centre for the Performing Arts,Hawksbrook Lane,South Eden Park Road,Beckenham,Bromley,http://www.lpsb.org.uk,100022894311,E09000006,Kelsey & Eden Park,E05013999,51.38893001,-0.01894751,537937.0119000003,167405.00329999998
Intimate Theatre,516 Green Lanes,,,Enfield,http://www.smptheatre.co.uk/faqs/the-intimate-theatre/,207035876,E09000010,Winchmore Hill,E05013696,51.62419102,-0.10284236,531422.0148999998,193412.00139999948
"Theatre Royal, Stratford East",Gerry Raffles Square,,,Newham,http://www.stratfordeast.com/whats-on/,10009003230,E09000025,Stratford,E05013924,51.54255806,0.001000881,538858.0111999996,184526.00170000084
Fairfield Hall (closed for refurbishment),71 Park Lane,,,Croydon,https://fairfield.co.uk,100022917675,E09000008,Fairfield,E05011468,51.37227,-0.09553,532657.0119000003,165411.16249999963
Newlands Community Hall,226 Stroud Crescent,,,Wandsworth,http://www.wandsworth.gov.uk/directory_record/148179/newlands_hall_putney_vale_clubroom/category/1125/cl,100023313548,E09000032,Roehampton,E05014017,51.43808068,-0.244376348,522122.0120000001,172471.00269999914
Aldwych Theatre,49 Aldwych,,,Westminster,https://www.nederlander.co.uk/aldwych-theatre,100023430368,E09000033,St James's,E05013806,51.51307629,-0.118862085,530631.0116999997,181027.00269999914
London Welsh Centre,157-163 Gray's Inn Road,,,Camden,http://www.londonwelsh.org,5083639,E09000007,King's Cross,E05013666,51.52493328,-0.116902823,530733.0119000003,182349.0030000005
Rambert,99 Upper Ground,,,Lambeth,http://www.rambert.org.uk,100023226975,E09000022,Waterloo & South Bank,E05014118,51.50617404,-0.113523269,531021.2418999998,180269.00210000016
Theatre Peckham,221 Havil Street,,,Southwark,https://www.theatrepeckham.co.uk,10093342877,E09000028,St Giles,E05011115,51.47449519,-0.082758591,533248.4511000002,176801.78319999948
Mountview Theatre School,120 Peckham Hill Street,,,Southwark,https://www.mountview.org.uk,10094742520,E09000028,Peckham,E05011110,51.4748743,-0.069877256,534141.8816,176867.45219999924
 Siobhan Davies Studios,85 St. George’s Road,Elephant & Castle,,Southwark,http://www.siobhandavies.com,10009805291,E09000028,St George's,E05011114,51.49606,-0.105329064,531619.0130000003,179159.00310000032
Canada Water Studios,21 Surrey Quays Road,,,Southwark,http://canadawaterculturespace.org.uk/contact-us,10090284129,E09000028,Rotherhithe,E05011112,51.49780959,-0.049153611,535513.0120000001,179456.0019000005
National Circus,9 Coronet St,,,Hackney,http://www.nationalcircus.org.uk,100023135619,E09000012,Hoxton East & Shoreditch,E05009377,51.52755809,-0.082550204,533108.3021,182702.79179999977
Upstairs at the Gatehouse,1 North Road,,,Haringey,http://www.upstairsatthegatehouse.com,100023194241,E09000014,Highgate,E05013592,51.5717955,-0.150365124,528280.0120000001,187501.00159999914
Omnibus Arts Centre,1 Northside Clapham Common,,,Lambeth,http://omnibus-clapham.org,100023362765,E09000022,Clapham Town,E05014102,51.46375804,-0.142413708,529136.0115,175501.00229999982
Camden People's Theatre,58-60 Hampstead Road,,,Camden,https://www.cptheatre.co.uk,5158137,E09000007,Regent's Park,E05013668,51.52640081,-0.138423624,529236.0113000004,182474.00239999965
Theatre Utopia,1 Matthews Yard,,,Croydon,http://www.matthewsyard.com/venue/theatre-utopia/,10090382144,E09000008,Fairfield,E05011468,51.37216106,-0.101094936,532270.0120000001,165389.00159999914
Kiln Theatre ,269 Kilburn High Road,,,Brent,http://www.tricycle.co.uk,202079064,E09000005,Kilburn,E05013503,51.54331474,-0.200005991,524918.0116999997,184248.00210000016
Lilian Baylis Studio,183 Rosebery Avenue,,,Islington,http://www.sadlerswells.com/venue-hire/lilian-baylis-studio/,5300080050,E09000019,Clerkenwell,E05013702,51.52968382,-0.10587919,531484.0124000004,182897.00170000084
Flow Dance London,1-3 Brixton Rd.,Kennington Business Park,Canterbury Court U,Lambeth,https://flowdance-london.co.uk,10090196810,E09000022,Myatt's Fields,E05014107,51.4804897,-0.109546045,531371.0113000004,177420.0019000005
The Place Theatre,17 Dukes Road,,,Camden,http://www.theplace.org.uk,5156460,E09000007,Bloomsbury,E05013653,51.52750935,-0.128401995,529928.0115999999,182615.00310000032
Trafalgar Studios (previously the Whitehall),14 Whitehall,,,Westminster,http://trafalgarentertainment.com,100023336992,E09000033,St James's,E05013806,51.50663365,-0.127615185,530042.0124000004,180295.00180000067
The Albany,Douglas Way,,,Lewisham,http://www.thealbany.org.uk,100023280749,E09000023,Deptford,E05013719,51.4778771,-0.027409247,537082.0081000002,177280.00359999947
Vaudeville Theatre,404 Strand,,,Westminster,https://www.nimaxtheatres.com/vaudeville-theatre/,10033544051,E09000033,St James's,E05013806,51.51034645,-0.122476552,530388.0119000003,180717.00269999914
Theatre Delicatessen (Guardian House),119 Farringdon Road,,,Islington,http://www.delistudios.co.uk/broadgate,10093624103,E09000019,Clerkenwell,E05013702,51.52322362,-0.108453861,531324.0120000001,182174.00210000016
Chat's Palace,42 Brooksby's Walk,,,Hackney,http://chatspalace.com,100023020798,E09000012,King's Park,E05009379,51.55026393,-0.042683326,535806.0077999998,185301.00290000066
TripSpace Dance,"ARCH 339, ACTON MEWS",,,Hackney,http://www.tripspace.co.uk,100023016667,E09000012,Haggerston,E05009375,51.53679364,-0.075864571,533545.0092000002,183742.00100000016
Her Majesty's Theatre,57 Haymarket,,,Westminster,,100023349365,E09000033,St James's,E05013806,51.50812453,-0.13200693,529733.0121999998,180453.00229999982
West London School of Dance,25 Bulwer Street,,,Hammersmith and Fulham,https://www.westlondonschoolofdance.co.uk,34039599,E09000013,Shepherd's Bush Green,E05013748,51.50548497,-0.223746535,523374.01049999986,180001.00039999932
Theatro Technis,26 Crowndale Road,,,Camden,http://www.theatrotechnis.com,5061419,E09000007,St Pancras & Somers Town,E05013669,51.53549592,-0.134678304,529470.0118000004,183492.00310000032
Questor's Theatre,12 Mattock Lane,,,Ealing,http://www.questors.org.uk,12084402,E09000009,Walpole,E05013541,51.51170889,-0.309656624,517396.0115,180552.00430000015
JW3 (Jewish Community Centre London),341-351 Finchley Road, London,,Camden,https://www.jw3.org.uk,5164899,E09000007,West Hampstead,E05013671,51.55083,-0.18448,525973.8383,185110.32090000063
Leicester Square Theatre,6 Leicester Place,,,Westminster,http://www.leicestersquaretheatre.com,100023431690,E09000033,St James's,E05013806,51.5113401,-0.130073873,529858.0119000003,180814.0022
Tara Theatre,356 Garratt Lane,,,Wandsworth,https://www.tara-arts.com,121011012,E09000032,Wandle,E05014026,51.44217585,-0.188430425,525999.0120000001,173021.0030000005
The Tabernacle Trust,THE TABERNACLE 34-35,POWIS SQUARE,,Kensington and Chelsea,https://www.tabernaclew11.com,217070132,E09000020,Colville,E05009392,51.51696816,-0.201881407,524860.0126,181315.0025999993
Beck Theatre,89 Grange Road,,,Hillingdon,https://becktheatre.org.uk/Online/,10003001360,E09000017,Wood End,E05013582,51.5210498,-0.421800756,509592.0114000002,181417.0022
Rivoli Ballroom,350 Brockley Road,Crofton Park,,Lewisham,https://www.rivoliballroom.com,10090782761,E09000023,Crofton Park,E05013718,51.45526234,-0.037193751,536470.0135000004,174747.0030000005
Courtyard Theatre,40 Pitfield Street,,,Hackney,http://www.thecourtyard.org.uk,100023136422,E09000012,Hoxton East & Shoreditch,E05009377,51.52787925,-0.083377075,533050.0121999998,182737.00119999982
"Studio K, Richmond Fitness Club",Richmond Station Left,Kew Road,,Richmond upon Thames,http://www.studiokdance.co.uk,10024346023,E09000027,South Richmond,E05013786,51.46347521,-0.301706458,518072.08210000023,175201.05260000005
Theatre Deli,2 Finsbury Avenue,,,City of London,https://www.theatredeli.co.uk/,100022933575,E09000001,Bishopsgate,E05009292,51.519961,-0.08487465,532969.1944000004,181853.7575000003
The Tramshed,41 Woolwich New Road,,,Greenwich,https://www.tramshed.org/,100023245449,E09000011,Woolwich Arsenal,E05014092,51.489729,0.068609625,543712.1404999997,178781.94079999998
Greenwich Dance,The Nest,Cygnet Square,Thamesmead,Greenwich,https://greenwichdance.org.uk/,10010224639,E09000011,Charlton Village & Riverside,E05014075,51.480557,0.037748523,541598.2072999999,177701.90630000085
AMP Gallery,1 Acorn Parade,Peckham,,Southwark,https://amp-gallery.co.uk/,10000816466,E09000028,Nunhead & Queen's Road,E05011108,51.476408,-0.061743352,534702.2202000003,177052.92940000072
AMP Studios,897a Old Kent Rd,Peckham,,Lewisham,https://ampstudios.co.uk/,10094268757,E09000023,New Cross Gate,E05013728,51.47878,-0.054053272,535229.2187999999,177330.86690000072
Stanley Arts,12 South Norwood Hill,South Norwood,,Croydon,https://stanleyarts.org/venue-hire/,See notes,E09000008,South Norwood,E05011485,51.40014,-0.07514,533994.7710999995,168547.39350000024
Blue Elephant,59a Bethwin Rd,Camberwell,,Southwark,http://www.blueelephanttheatre.co.uk/,10090283293,E09000028,Camberwell Green,E05011096,51.480039,-0.098428876,532144.2297,177389.8713000007
Southbank Centre,Belvedere Road,London,,Lambeth,https://www.southbankcentre.co.uk/,10090198178,E09000022,Waterloo & South Bank,E05014118,51.505864,-0.11618744,530837.2472999999,180229.7639000006
20 Bedford Way,London,,,Camden,https://20bedfordway.com/performance/,5087943,E09000007,Bloomsbury,E05013653,51.522977,-0.12796482,529971.2352,182111.77789999917
Folklore Hoxton,186 Hackney Road,,,Tower Hamlets,https://www.folklorehoxton.com/,6005502,E09000030,Weavers,E05009335,51.530654,-0.072315085,533809.1606999999,183065.73819999956
London Coliseum,St Martin's Lane,,,Westminster,https://londoncoliseum.org/,100023432456,E09000033,St James's,E05013806,51.509911,-0.12629557,530124.2521000002,180661.78959999979
New London Performing Arts Centre,76 St James Lane,Muswell Hill,,Haringey,www.nlpac.co.uk,10003973500,E09000014,Muswell Hill,E05013594,51.588142,-0.13965084,528976.2308,189337.63069999963
NW7 Hub,Mill hill Library,Hartley Avenue,,Barnet,https://www.nw7hub.org.uk,10094710274,E09000003,Mill Hill,E05013645,51.615382,-0.24309943,521737.3225999996,192189.57960000075
Silver Building (Projekt),60 Dock road,London,,Newham,http://thisisprojekt.com/silverbuilding,10008985422,E09000025,Royal Victoria,E05013923,51.504762,0.017112899,540091.1370999999,180353.8239999991
Dilston Gallery,Southwark Park Rd,Southwark Park,,Southwark,https://southwarkparkgalleries.org/,200003493252,E09000028,North Bermondsey,E05011106,51.491814,-0.054290569,535174.1986999996,178779.7974999994
Seven Dials Playhouse ,1A Tower St,London,,Camden,https://www.sevendialsplayhouse.co.uk/,5077305 ,E09000007,Holborn & Covent Garden,E05013662,51.513361,-0.12833025,529973.2482000003,181041.8206999991
East London Dance,The Talent House,3 Sugar House Lane,,Newham,https://www.eastlondondance.org/,See notes,E09000025,Stratford,E05013924,51.53189,-0.00886,538206.5340999998,183321.0360000003
National Ballet,Mulryan Centre for Dance,"41 Hopewell Square, Leamouth Peninsul",,Tower Hamlets,www.ballet.org.uk,6721048,E09000030,Blackwall & Cubitt Town,E05009318,51.512769,0.006426868,539325.1090000002,181223.78360000066
Studio 3 Arts ,Boundary Road,,,Barking and Dagenham,https://www.studio3arts.org.uk/ ,100053573 ,E09000002,Gascoigne,E05014061,51.530484,0.080289716,544394.1272999998,183336.82310000062
